system:index,B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,.geo
00000000000000000001_0,0.1312,0.0241,0.0344,0.0425,0.0929,-0.17090584,0.37223044,-0.45954436,0.1189801699467582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47617235562757,9.259070380712526]}"
00000000000000000002_0,0.1753,0.041,0.0763,0.0925,0.2446,0.16503929,0.4512014,-0.52446246,0.27254807720549556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46700953972955,9.245775314507556]}"
00000000000000000003_0,0.227,0.0425,0.07,0.1042,0.1566,-0.1835245,0.20092025,-0.3821712,0.10331230408256073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45775689230311,9.245236325337086]}"
00000000000000000004_0,0.1206,0.0256,0.0623,0.0585,0.4034,0.53969467,0.74669844,-0.7324458,0.5378417767940681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.50914052655475,9.210381692313248]}"
00000000000000000005_0,0.1229,0.0587,0.0797,0.0764,0.2032,0.24624348,0.453505,-0.43655002,0.2439712703469375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3269621869353,9.14103175237922]}"
00000000000000000006_0,0.0957,0.02905,0.0589,0.0742,0.3138,0.5326007,0.6175258,-0.68392813,0.4047297451667359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.09977825158148,9.018411716096907]}"
00000000000000000007_0,0.10165,0.01925,0.0422,0.05225,0.33425,0.5336086,0.7296248,-0.7758002,0.47715736045941937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.10121555603608,9.013111655920602]}"
00000000000000000008_0,0.0807,0.022,0.0539,0.0636,0.3074,0.5841278,0.6571428,-0.701633,0.41986220446172595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5125541246344,9.275599381940324]}"
00000000000000000009_0,0.0726,0.0219,0.0461,0.0655,0.2416,0.537874,0.57342887,-0.6795273,0.3272828775883094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.51120665170822,9.267604375911661]}"
0000000000000000000a_0,0.0741,0.0205,0.0419,0.0504,0.2666,0.56501323,0.68201894,-0.72836304,0.39694004158126106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52872379974856,9.265448419229774]}"
0000000000000000000b_0,0.5235,0.5776,0.5424,0.5088,0.5989,0.06717747,0.0813397,-0.049504966,0.08406417948557007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46611122444543,9.260777179752353]}"
0000000000000000000c_0,0.1461,0.0353,0.0602,0.0978,0.126,-0.07386989,0.12600537,-0.35338348,0.05844155924366499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48901826419048,9.250895711627038]}"
0000000000000000000d_0,0.4213,0.32,0.3356,0.3382,0.4544,0.03779834,0.1466061,-0.15037976,0.13484449890194145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48219106803117,9.24406851546773]}"
0000000000000000000e_0,0.5646,0.5316,0.5332,0.5196,0.6107,0.039224043,0.08059811,-0.06775066,0.08381896391456606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48120292121864,9.24496683075185]}"
0000000000000000000f_0,0.2537,0.0594,0.0927,0.1306,0.1956,-0.12931223,0.19926424,-0.35691988,0.1180101615024699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45425346269505,9.243260031712023]}"
00000000000000000010_0,0.1222,0.0378,0.0714,0.0791,0.2749,0.3845379,0.5531073,-0.58764076,0.3439109972124184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47967578523563,9.242271884899491]}"
00000000000000000011_0,0.1312,0.0309,0.058,0.0541,0.2886,0.37494045,0.68427193,-0.6653203,0.4174083289251247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47760966008215,9.244338010052966]}"
00000000000000000012_0,0.1581,0.0313,0.0658,0.0752,0.2944,0.3012155,0.5930736,-0.6346474,0.37810488657583513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43134642295,9.244248178524554]}"
00000000000000000013_0,0.1561,0.0318,0.0578,0.0561,0.2531,0.2370479,0.63712806,-0.6281763,0.36517549355826096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43727530382519,9.242361716427903]}"
00000000000000000014_0,0.1839,0.0221,0.0502,0.0287,0.3736,0.34026906,0.8573204,-0.7630958,0.5733680664183047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47581302951392,9.240654917388076]}"
00000000000000000015_0,0.1188,0.02,0.0435,0.0387,0.3176,0.4555454,0.78276736,-0.7590695,0.48855542806417107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4531754843541,9.23490569956971]}"
00000000000000000016_0,0.1589,0.0384,0.0755,0.0752,0.2747,0.26706642,0.5701629,-0.5688178,0.3521002305174086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42820231945558,9.239756602103956]}"
00000000000000000017_0,0.0547,0.0139,0.0293,0.019,0.3602,0.736322,0.89978904,-0.8495507,0.5821200979925085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40556477429577,9.230503954677525]}"
00000000000000000018_0,0.0739,0.0245,0.0488,0.0619,0.2106,0.48049212,0.5456881,-0.6237471,0.2887378673625081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40754106792083,9.226820862012636]}"
00000000000000000019_0,0.0641,0.0148,0.0301,0.02,0.3073,0.6548196,0.87778795,-0.8215768,0.5209114012538725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40242067080135,9.227180188126283]}"
0000000000000000001a_0,0.182,0.0391,0.0733,0.0895,0.2199,0.094302066,0.42146087,-0.5,0.24166047925127904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42954979238176,9.228168334938815]}"
0000000000000000001b_0,0.0796,0.0215,0.0459,0.0518,0.3066,0.5877784,0.7109375,-0.7395745,0.4452469733568012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41338011726761,9.229246313279758]}"
0000000000000000001c_0,0.1367,0.0266,0.0598,0.0601,0.305,0.38102785,0.6707751,-0.6721491,0.42463299851438385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45784672383152,9.229515807864994]}"
0000000000000000001d_0,0.1185,0.0241,0.0454,0.0408,0.3584,0.50304043,0.7955912,-0.7751362,0.5298042533510804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45110935920063,9.227809008825167]}"
0000000000000000001e_0,0.07,0.0187,0.0362,0.0267,0.2849,0.6055227,0.82862645,-0.77452505,0.4772055336891743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4177818621598,9.222059791006801]}"
0000000000000000001f_0,0.0625,0.0172,0.0322,0.0265,0.2508,0.6010214,0.80887127,-0.77243817,0.4328444809680191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41014618224477,9.225563220614868]}"
00000000000000000020_0,0.1507,0.0171,0.0379,0.0261,0.3298,0.37273672,0.8533296,-0.7938537,0.5322467679271417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41338011726761,9.217298720000969]}"
00000000000000000021_0,0.0914,0.032,0.0581,0.065,0.2954,0.52740437,0.6392897,-0.6712871,0.4016736373412712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47769949161057,9.214873268733845]}"
00000000000000000022_0,0.1087,0.0266,0.0534,0.073,0.3188,0.491462,0.6273609,-0.7130575,0.4134335104189911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49422849283836,9.222059791006801]}"
00000000000000000023_0,0.0698,0.0226,0.0419,0.0358,0.2876,0.6094013,0.77860236,-0.74567527,0.4587078132651614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4111343290573,9.211998659824664]}"
00000000000000000024_0,0.1476,0.0861,0.1132,0.1136,0.3096,0.35433072,0.46313798,-0.4645222,0.3184575319244709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38499335428943,9.211190176068955]}"
00000000000000000025_0,0.1846,0.1036,0.1128,0.1082,0.2504,0.1512644,0.39654213,-0.37885463,0.24842768539931442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38193908232343,9.204722306023294]}"
00000000000000000026_0,0.2652,0.0427,0.0693,0.1032,0.1712,-0.21539868,0.24781342,-0.42370063,0.13171488137038342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3982884204944,9.19897308820493]}"
00000000000000000027_0,0.0865,0.0254,0.0444,0.0292,0.3212,0.5756684,0.8333333,-0.7571116,0.5150517539691726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.32498589331024,9.180018635710008]}"
00000000000000000028_0,0.3314,0.2874,0.3228,0.3174,0.4052,0.10019006,0.12150566,-0.11318681,0.10772124390982382,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.32300959968518,9.165376096578859]}"
00000000000000000029_0,0.5981,0.6408,0.642,0.64,0.6932,0.0736467,0.039903995,-0.038346294,0.04353044440901142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.31609257199746,9.167082895618687]}"
0000000000000000002a_0,0.0343,0.0088,0.0145,0.0111,0.0852,0.4259414,0.7694704,-0.70912737,0.1863994570209748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.30728908221309,9.132138431066437]}"
0000000000000000002b_0,0.177,0.0272,0.05135,0.02865,0.5026,0.47910535,0.89214116,-0.8146042,0.6893818278835495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.12043950311623,9.02496941767098]}"
0000000000000000002c_0,0.1328,0.04565,0.07555,0.0596,0.4051,0.5062279,0.7434904,-0.685634,0.5372136309512986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.11990051394577,9.021915145704972]}"
0000000000000000002d_0,0.1375,0.0339,0.0731,0.0857,0.3142,0.39118886,0.5713929,-0.62251484,0.3808756746163674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48335887790051,9.24361935782567]}"
0000000000000000002e_0,0.1391,0.026,0.0402,0.058,0.0717,-0.31973436,0.10562838,-0.28150135,0.03263459026651746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49018607405984,9.247841439661032]}"
0000000000000000002f_0,0.1846,0.0429,0.0728,0.1001,0.196,0.029952705,0.32387704,-0.4583333,0.18069336501416422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45560093562122,9.247032955905324]}"
00000000000000000030_0,0.2953,0.0631,0.0951,0.1358,0.1908,-0.21497636,0.16840169,-0.3347324,0.0998064219101367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45137885378587,9.23948710751872]}"
00000000000000000031_0,0.2694,0.0813,0.1278,0.156,0.3704,0.15786184,0.40729484,-0.48695302,0.31332814483347754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48973691641777,9.20499180060853]}"
00000000000000000032_0,0.2445,0.0444,0.098,0.1376,0.2526,0.016294545,0.29472068,-0.44095838,0.19377669135708564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33693348658903,9.15432681858419]}"
00000000000000000033_0,0.0974,0.0283,0.0549,0.0617,0.3078,0.51924974,0.6660352,-0.69727045,0.42455433231598133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3554387814419,9.12719769700378]}"
00000000000000000034_0,0.0869,0.0226,0.0487,0.0591,0.2796,0.52578443,0.6510186,-0.70332015,0.3943603159705355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.34214371523693,9.111567011060101]}"
00000000000000000035_0,0.0825,0.0233,0.0476,0.0366,0.3908,0.6513839,0.82873183,-0.7828467,0.5728919526587506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40709191027877,9.153697997885306]}"
00000000000000000036_0,0.1286,0.0349,0.0652,0.0692,0.4124,0.5245841,0.7126246,-0.72696817,0.5244498815364527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49872006925897,9.210651186898483]}"
00000000000000000037_0,0.1298,0.0352,0.0524,0.0686,0.0984,-0.13759863,0.1784431,-0.30503976,0.0670164872525145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42424973220545,9.16214216155603]}"
00000000000000000038_0,0.0887,0.0231,0.0491,0.0536,0.3958,0.6338493,0.7614597,-0.77927625,0.5406572551618265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.36549991262405,9.188283136323907]}"
00000000000000000039_0,0.28,0.0505,0.0808,0.1202,0.2235,-0.112214506,0.30055282,-0.46894515,0.18365532390169484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37538138074936,9.201488371000465]}"
0000000000000000003a_0,0.1572,0.042,0.0719,0.0823,0.2978,0.309011,0.56695604,-0.61103594,0.36728781420004464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61720785523433,9.287007986048643]}"
0000000000000000003b_0,0.0671,0.0181,0.0456,0.0324,0.3928,0.7081974,0.8476011,-0.7919708,0.5843060973422941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.601217843177,9.298416590156961]}"
0000000000000000003c_0,0.0924,0.0273,0.0518,0.0504,0.3482,0.58057195,0.7471149,-0.741,0.49710660273964546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60166700081906,9.294913160548894]}"
0000000000000000003d_0,0.1611,0.0376,0.0585,0.1002,0.131,-0.10304691,0.13321799,-0.38258573,0.06318380755688185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59780424509735,9.301830188236615]}"
0000000000000000003e_0,0.1042,0.0309,0.0593,0.051,0.3602,0.5512489,0.7519455,-0.7172825,0.5089991109671436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59115671199486,9.312789634702874]}"
0000000000000000003f_0,0.1781,0.0346,0.0724,0.1338,0.1506,-0.08366293,0.059071735,-0.35067263,0.032126468457287005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60633824029648,9.307489574526569]}"
00000000000000000040_0,0.0651,0.0172,0.0377,0.0273,0.3606,0.6941508,0.8592421,-0.81069547,0.563070159480522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4907250632303,9.194930669426393]}"
00000000000000000041_0,0.0525,0.0132,0.0281,0.0191,0.3024,0.70414203,0.88118196,-0.8299546,0.5172854469141026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49045556864506,9.237420982365245]}"
00000000000000000042_0,0.062,0.019,0.0457,0.0414,0.378,0.7181818,0.8025751,-0.7842813,0.5491624871480725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48237073108798,9.232929405944647]}"
00000000000000000043_0,0.0819,0.0212,0.0442,0.0438,0.3714,0.6386499,0.7890173,-0.78729546,0.5369318165513192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4847063508267,9.228168334938815]}"
00000000000000000044_0,0.1618,0.0295,0.0484,0.0805,0.0995,-0.23842326,0.105555564,-0.34550372,0.041911767485348514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53177807171456,9.248470260359916]}"
00000000000000000045_0,0.2397,0.1202,0.1428,0.1518,0.2758,0.07002907,0.2899906,-0.31772572,0.2005174378445994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59546862535863,9.307489574526569]}"
00000000000000000047_0,0.1085,0.0377,0.0721,0.0856,0.2756,0.43504295,0.52602434,-0.58527464,0.330933554818253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62044179025716,9.285480850065639]}"
00000000000000000048_0,0.07005,0.02255,0.04125,0.03765,0.36015,0.6743375,0.8107089,-0.79446936,0.5388171178539639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0766017172512,9.009518394784124]}"
00000000000000000049_0,0.0775,0.0222,0.0429,0.03815,0.3295,0.6191646,0.7924656,-0.7696026,0.503688108276872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.08010514685927,9.01077603618189]}"
0000000000000000004a_0,0.09185,0.0212,0.0414,0.0488,0.31285,0.5460835,0.73012584,-0.76626676,0.45967040011386207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06321681951782,9.015177781074076]}"
0000000000000000004b_0,0.17685,0.02885,0.0593,0.0429,0.3159,0.28219175,0.76086956,-0.6839019,0.47682813036983973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06168968353482,9.011943846051246]}"
0000000000000000004c_0,0.0632,0.0192,0.0397,0.0451,0.34325,0.6890147,0.7677353,-0.7926622,0.503433339229805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06447446091559,9.011854014522834]}"
0000000000000000004d_0,0.0553,0.01485,0.0345,0.0176,0.3716,0.7409229,0.90955806,-0.8300911,0.597165994209595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0675287328816,9.006104796704468]}"
0000000000000000004e_0,0.09635,0.0237,0.0451,0.0709,0.1565,0.23788807,0.3764292,-0.55257934,0.1765191018434656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06294732493258,9.009248900198887]}"
0000000000000000004f_0,0.0722,0.0167,0.03355,0.0163,0.41165,0.7015604,0.9238229,-0.8492812,0.639069994276313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.05665911794375,9.010416710068242]}"
00000000000000000050_0,0.1207,0.03605,0.0745,0.08705,0.31255,0.44281593,0.5643143,-0.61503685,0.3760004584641357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.05432349820504,9.012482835221718]}"
00000000000000000051_0,0.2391,0.25645,0.25485,0.23255,0.42035,0.27485025,0.28763977,-0.24511254,0.24434035043747296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0473166389889,9.008799742556826]}"
00000000000000000052_0,0.13515,0.03585,0.065,0.0663,0.309,0.3914218,0.6466827,-0.6524064,0.4159145315478214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.08244076659798,9.012931992863777]}"
00000000000000000053_0,0.0921,0.0269,0.0506,0.0673,0.358,0.5907576,0.6835175,-0.752325,0.47125257963165246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5951991307734,9.31907784169171]}"
00000000000000000054_0,0.1391,0.0408,0.0763,0.0882,0.2834,0.34153846,0.52529603,-0.57575756,0.33593390736654527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62062145331399,9.293565687622715]}"
00000000000000000055_0,0.2493,0.0494,0.0805,0.1014,0.1896,-0.13602187,0.30309278,-0.4039245,0.16725664086913367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62628083960394,9.297518274872841]}"
00000000000000000056_0,0.2454,0.0498,0.0785,0.1118,0.1828,-0.14619337,0.24100474,-0.39915803,0.1340296916421644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62142993706969,9.307759069111803]}"
00000000000000000057_0,0.2463,0.0677,0.1076,0.1474,0.1843,-0.14398512,0.111245096,-0.2627612,0.06655043569994956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61882482274575,9.31584390666888]}"
00000000000000000058_0,0.0724,0.0247,0.0509,0.0483,0.3462,0.65408504,0.7551331,-0.7436414,0.49955280690256776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48569449763923,9.222778443234096]}"
00000000000000000059_0,0.1258,0.0328,0.0543,0.0582,0.3417,0.46181816,0.7089272,-0.7257576,0.47255248797069427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47994527982087,9.22196995947839]}"
0000000000000000005a_0,0.1424,0.0406,0.0495,0.0675,0.0883,-0.23450369,0.13350445,-0.28156748,0.047575467689803995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46278745789418,9.26293313643424]}"
0000000000000000005b_0,0.2989,0.3298,0.3146,0.2796,0.4608,0.21311042,0.24473257,-0.18854785,0.21912286315075663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46494341457607,9.26248397879218]}"
0000000000000000005c_0,0.1832,0.0319,0.0607,0.0598,0.2788,0.20692642,0.6467809,-0.64241534,0.3917243187836331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46170947955324,9.260867011280764]}"
0000000000000000005d_0,0.148,0.0381,0.0521,0.0608,0.099,-0.19838057,0.2390488,-0.31039047,0.08684449471823509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46117049038277,9.261765326564884]}"
0000000000000000005e_0,0.1597,0.0369,0.0455,0.0563,0.0897,-0.28067365,0.22876713,-0.32692307,0.07755417783119642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45964335439976,9.259609369882998]}"
0000000000000000005f_0,0.284,0.0529,0.0869,0.1308,0.2009,-0.17137554,0.21133557,-0.3961084,0.12642781594054098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45802638688835,9.248560091888328]}"
00000000000000000060_0,0.1921,0.029,0.0565,0.0372,0.3642,0.30936545,0.81464875,-0.7314001,0.544153534381171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46602139291701,9.245595651450733]}"
00000000000000000061_0,0.1834,0.0394,0.0735,0.0957,0.1996,0.042297628,0.35184556,-0.4617356,0.19596377419601343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46081116426912,9.24272104254155]}"
00000000000000000062_0,0.1952,0.0457,0.0843,0.1202,0.2294,0.080546394,0.31235698,-0.46254385,0.19279659956060693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46377560470671,9.24505666228026]}"
00000000000000000063_0,0.1755,0.0481,0.0854,0.125,0.2304,0.13525496,0.29656723,-0.45915136,0.18482580640036406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46620105597384,9.242631211013139]}"
00000000000000000064_0,0.1383,0.0642,0.0822,0.1048,0.1904,0.1585032,0.2899729,-0.3969186,0.16146881861769657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46260779483735,9.231761596075293]}"
00000000000000000065_0,0.1858,0.0456,0.0809,0.1044,0.2258,0.09718171,0.36765593,-0.47244865,0.21934472188060267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46018234357024,9.248290597303091]}"
00000000000000000066_0,0.1353,0.0261,0.0412,0.0506,0.1204,-0.058271408,0.40818712,-0.49009898,0.1560357614546154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45946369134295,9.245775314507556]}"
00000000000000000067_0,0.0526,0.0166,0.0305,0.0175,0.3557,0.7423463,0.9062165,-0.84205073,0.5809665450986362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4148174217222,9.228797155637698]}"
00000000000000000068_0,0.1492,0.0289,0.0558,0.0871,0.2126,0.1752349,0.41875207,-0.5842027,0.23540076558839051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41607506311996,9.231042943847998]}"
00000000000000000069_0,0.0144,0.0063,0.0106,0.0092,0.0606,0.616,0.7363897,-0.7022472,0.13531063799383258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3945154963011,9.223676758518216]}"
0000000000000000006a_0,0.1057,0.0256,0.0553,0.0594,0.3474,0.53343636,0.7079646,-0.72535384,0.47640054090820194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47383673588885,9.22062248655221]}"
0000000000000000006b_0,0.10065,0.0251,0.04855,0.0532,0.33175,0.5344589,0.72360045,-0.7446753,0.47214532746558124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1164869158661,9.032155939943936]}"
0000000000000000006c_0,0.031,0.0098,0.0198,0.0203,0.1114,0.5646067,0.6917236,-0.6981707,0.21632103753220827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5914262065801,9.316652390424586]}"
00000000000000000070_0,0.1562,0.0311,0.0544,0.096,0.1184,-0.1376548,0.10447761,-0.37037036,0.047032473069733585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5351018382658,9.248739754945152]}"
00000000000000000071_0,0.1587,0.0318,0.0456,0.0665,0.1,-0.22690375,0.2012012,-0.37362638,0.07539385009740418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53366453381122,9.251344869269097]}"
00000000000000000072_0,0.1789,0.0379,0.0762,0.1356,0.1628,-0.047117367,0.09115281,-0.3623431,0.051102201603640415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53680863730563,9.250895711627038]}"
00000000000000000073_0,0.2733,0.0536,0.0762,0.1104,0.1772,-0.21331851,0.23226705,-0.39857933,0.1272219504774213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52863396822015,9.25556695110446]}"
00000000000000000074_0,0.1081,0.0524,0.0687,0.0803,0.2924,0.4601748,0.5690904,-0.619496,0.36455826364233146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62484353514934,9.303536987276441]}"
00000000000000000075_0,0.0819,0.0208,0.0461,0.0382,0.3373,0.60925573,0.79653794,-0.75952005,0.512450035049216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61199762658643,9.310184520378927]}"
00000000000000000076_0,0.1113,0.0314,0.0592,0.0662,0.2905,0.445993,0.6288197,-0.66142404,0.3927278836247647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61720785523433,9.292128383168125]}"
00000000000000000077_0,0.1115,0.0169,0.0442,0.0318,0.3886,0.5540892,0.8487155,-0.7957486,0.5814862979094435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61604004536497,9.311082835663045]}"
00000000000000000078_0,0.0589,0.0219,0.0442,0.0315,0.3274,0.69505566,0.82446367,-0.7621098,0.5167656280124446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6177468444048,9.300033557668376]}"
00000000000000000079_0,0.0992,0.0281,0.0539,0.0434,0.3334,0.5413777,0.7696391,-0.7216628,0.4961222736620735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61909431733098,9.307759069111803]}"
0000000000000000007a_0,0.0799,0.0346,0.0708,0.0932,0.314,0.5943133,0.5422397,-0.63201666,0.36507938202624973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6146925724388,9.310094688850514]}"
0000000000000000007b_0,0.0562,0.0153,0.0349,0.0191,0.3949,0.7508313,0.90772945,-0.83759886,0.6167396022673812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61720785523433,9.30299799810597]}"
0000000000000000007c_0,0.0388,0.0115,0.0198,0.0158,0.0994,0.43849492,0.7256945,-0.6677852,0.2038361503964128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61900448580256,9.304704797145797]}"
0000000000000000007d_0,0.0995,0.0259,0.0554,0.0577,0.327,0.5334115,0.700026,-0.71025103,0.45659544525211515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62134010554128,9.301650525179792]}"
0000000000000000007e_0,0.11,0.0389,0.0728,0.0519,0.3706,0.54223883,0.75431955,-0.6716283,0.5182113676365123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62313673610952,9.294104676793188]}"
0000000000000000007f_0,0.2033,0.0422,0.0755,0.1092,0.1406,-0.18232046,0.12570055,-0.3012494,0.06281674159180414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61523156160926,9.313687949986992]}"
00000000000000000080_0,0.1999,0.0419,0.087,0.1374,0.1622,-0.104114875,0.082777046,-0.30176568,0.04652326616157272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62268757846746,9.311981150947165]}"
00000000000000000081_0,0.2088,0.0501,0.0932,0.1404,0.2301,0.048530422,0.24210525,-0.42344573,0.1545663362454761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6199926326151,9.3144964337427]}"
