system:index,B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,.geo
0000000000000000000c_0,0.1581,0.0351,0.0689,0.0955,0.3086,0.32247698,0.5273447,-0.6349669,0.3535560336933035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48201140497434,9.243799020882493]}"
0000000000000000000d_0,0.1144,0.0273,0.0554,0.0564,0.3342,0.48996878,0.7112135,-0.71560574,0.46788680953421335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48120292121864,9.24496683075185]}"
0000000000000000000e_0,0.1514,0.0408,0.0691,0.0938,0.2498,0.2452642,0.4540163,-0.5666353,0.277382639113826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45425346269505,9.243260031712023]}"
0000000000000000000f_0,0.0841,0.0289,0.0575,0.0545,0.3156,0.5791844,0.70548505,-0.6917716,0.450120688101744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47967578523563,9.242271884899491]}"
00000000000000000010_0,0.0916,0.0268,0.0543,0.044,0.3188,0.5536062,0.7574421,-0.70892525,0.47774687396850735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47760966008215,9.244338010052966]}"
00000000000000000011_0,0.1186,0.0326,0.0645,0.0702,0.3053,0.44043404,0.6260985,-0.6511628,0.4027983895614736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43170574906365,9.242631211013139]}"
00000000000000000012_0,0.1193,0.0255,0.049,0.0423,0.2835,0.40764645,0.7403315,-0.70526314,0.4381205903826446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43826345063772,9.240744748916487]}"
00000000000000000013_0,0.1846,0.0346,0.0658,0.0583,0.3376,0.2929912,0.7054812,-0.67377293,0.4676303082252993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47581302951392,9.240654917388076]}"
00000000000000000014_0,0.12,0.0321,0.0601,0.0586,0.2972,0.42473635,0.6706014,-0.663588,0.4182051786306308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4531754843541,9.23490569956971]}"
00000000000000000015_0,0.1338,0.0325,0.0617,0.0535,0.2964,0.37796375,0.69419837,-0.6554035,0.4286975062870245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42820231945558,9.23894811834825]}"
00000000000000000016_0,0.0708,0.0203,0.0413,0.0337,0.3364,0.65225935,0.81788707,-0.78130794,0.5218365718790436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40556477429577,9.2303242916207]}"
00000000000000000017_0,0.0944,0.0265,0.0521,0.066,0.2746,0.48834687,0.61244863,-0.681053,0.3722341181957768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40754106792083,9.227000525069458]}"
00000000000000000018_0,0.098,0.0254,0.0433,0.0437,0.2764,0.47649574,0.72696036,-0.729121,0.4256188305216719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40179185010247,9.227629345768342]}"
00000000000000000019_0,0.1712,0.0382,0.0685,0.0727,0.2658,0.21647595,0.5704579,-0.59018844,0.34543827873728256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42945996085335,9.228347997995638]}"
0000000000000000001a_0,0.071,0.0253,0.0512,0.0529,0.3083,0.62562615,0.70708746,-0.71515995,0.44484438590180564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41338011726761,9.22843782952405]}"
0000000000000000001b_0,0.1065,0.0277,0.0573,0.0595,0.3132,0.49249464,0.68070835,-0.69068825,0.4360604951288596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45622975632011,9.228707324109285]}"
0000000000000000001c_0,0.1078,0.027,0.0553,0.0487,0.3493,0.5283308,0.7552764,-0.7266436,0.502115807253463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45110935920063,9.227719177296754]}"
0000000000000000001d_0,0.1518,0.0438,0.0703,0.0771,0.2576,0.25842696,0.53928894,-0.57121074,0.3243680469300703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4177818621598,9.22196995947839]}"
0000000000000000001e_0,0.0787,0.0183,0.035,0.0303,0.284,0.5660325,0.8071906,-0.78056425,0.46733391656565365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41014618224477,9.225563220614868]}"
0000000000000000001f_0,0.1659,0.0322,0.0633,0.072,0.3386,0.34231913,0.6492937,-0.6849963,0.43916101062927676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41338011726761,9.217298720000969]}"
00000000000000000020_0,0.0944,0.0298,0.0521,0.0566,0.2752,0.4891775,0.65883064,-0.68163764,0.39420534863093903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47769949161057,9.214873268733845]}"
00000000000000000021_0,0.1128,0.0307,0.0577,0.0778,0.2832,0.430303,0.5689751,-0.6614843,0.35783971945734194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49422849283836,9.222059791006801]}"
00000000000000000022_0,0.1124,0.0338,0.0612,0.0776,0.2633,0.40165025,0.54473454,-0.62280434,0.3312522270227427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4111343290573,9.211998659824664]}"
00000000000000000023_0,0.2702,0.0518,0.0937,0.1472,0.2238,-0.093927145,0.206469,-0.40976378,0.13191733581747606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38454419664737,9.212537648995134]}"
00000000000000000024_0,0.1906,0.0486,0.0887,0.1372,0.2307,0.0951816,0.25414515,-0.44458362,0.16159696391973716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.38184925079501,9.204362979909646]}"
00000000000000000025_0,0.2418,0.0393,0.0673,0.1252,0.1678,-0.18066406,0.14539246,-0.42747766,0.08058005880001981,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.39846808355122,9.19897308820493]}"
00000000000000000026_0,0.1463,0.0518,0.0875,0.0964,0.2701,0.29731026,0.4739427,-0.5106264,0.3006924371000531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.32561471400913,9.178940657369065]}"
00000000000000000027_0,0.0937,0.0186,0.0373,0.0423,0.294,0.51663655,0.7484389,-0.7748264,0.4514528257977284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.32300959968518,9.165376096578859]}"
00000000000000000028_0,0.0918,0.0226,0.0443,0.0513,0.2808,0.50724643,0.6910569,-0.7274685,0.4137123125122112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.31582307741223,9.166364243391392]}"
00000000000000000029_0,0.087,0.0219,0.0398,0.0356,0.2148,0.42345926,0.71565497,-0.6873527,0.3582089576690358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.30728908221309,9.132138431066437]}"
0000000000000000002a_0,0.2247,0.056,0.0932,0.1258,0.3513,0.21979167,0.47264725,-0.5806524,0.3461774678429784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.12043950311623,9.02496941767098]}"
0000000000000000002b_0,0.2311,0.0584,0.0913,0.1392,0.3164,0.15579909,0.38893765,-0.55212164,0.2781498390047721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.11990051394577,9.021915145704972]}"
0000000000000000002c_0,0.1103,0.0293,0.0606,0.0596,0.3416,0.5118389,0.70289135,-0.6986574,0.4693741702036773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48335887790051,9.24361935782567]}"
0000000000000000002d_0,0.1987,0.0443,0.0803,0.1166,0.1776,-0.056072284,0.20734194,-0.377278,0.11521026937301299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49000641100301,9.248021102717855]}"
0000000000000000002e_0,0.1774,0.0389,0.0674,0.0895,0.2046,0.07120422,0.39136347,-0.50441176,0.21741594727657357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45560093562122,9.2468532928485]}"
0000000000000000002f_0,0.2077,0.0457,0.0783,0.1026,0.2216,0.032378282,0.36705735,-0.47782594,0.21657363942087926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45137885378587,9.23948710751872]}"
00000000000000000030_0,0.0736,0.0212,0.0407,0.0355,0.3304,0.63564354,0.8059579,-0.7806521,0.5108557429867859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4891979272473,9.205081632136942]}"
00000000000000000031_0,0.1714,0.0366,0.0675,0.0918,0.2182,0.120123215,0.40774193,-0.5274764,0.23407407803272734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33693348658903,9.15432681858419]}"
00000000000000000032_0,0.123,0.0299,0.0588,0.0621,0.3248,0.45064762,0.67898685,-0.69343066,0.44430038784769915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.35489979227142,9.127018033946957]}"
00000000000000000033_0,0.1176,0.0322,0.0572,0.0656,0.2403,0.3428332,0.57110167,-0.6154622,0.32516441131209844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.3449284926177,9.111567011060101]}"
00000000000000000034_0,0.0978,0.0307,0.0525,0.0522,0.2968,0.50430816,0.7008596,-0.6993988,0.43215545970984626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.40709191027877,9.15342850330007]}"
00000000000000000035_0,0.1292,0.0358,0.0706,0.0738,0.3501,0.46088046,0.6518047,-0.6643689,0.44858752670080326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49872006925897,9.210651186898483]}"
00000000000000000036_0,0.2296,0.0442,0.0764,0.1294,0.1668,-0.15842581,0.12626606,-0.37171057,0.07045969651414269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.42424973220545,9.16214216155603]}"
00000000000000000037_0,0.1062,0.0198,0.0427,0.0395,0.3117,0.4917444,0.77505696,-0.7590293,0.4796757314187675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.36505075498198,9.18891195702279]}"
00000000000000000038_0,0.2396,0.0422,0.0824,0.1364,0.2358,-0.007993279,0.26706073,-0.48208672,0.1709470289344776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37079997280034,9.204632474494883]}"
00000000000000000039_0,0.1131,0.0336,0.0583,0.0565,0.3416,0.50252914,0.7161517,-0.70842713,0.4761719216370979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61648920300703,9.287007986048643]}"
0000000000000000003a_0,0.0737,0.0258,0.0503,0.0306,0.387,0.6800521,0.8534483,-0.769952,0.5826067944740321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.601217843177,9.298416590156961]}"
0000000000000000003b_0,0.1025,0.031,0.0557,0.0538,0.3437,0.5405648,0.7293082,-0.7210816,0.4845125215828171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60166700081906,9.294913160548894]}"
0000000000000000003c_0,0.1751,0.0413,0.0825,0.146,0.2007,0.068121344,0.1577733,-0.41737285,0.0969056375649352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59780424509735,9.301830188236615]}"
0000000000000000003d_0,0.1044,0.0322,0.0598,0.0484,0.3454,0.53579366,0.75418997,-0.70483714,0.4984336608993549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59115671199486,9.312789634702874]}"
0000000000000000003e_0,0.1198,0.0322,0.0719,0.0818,0.2831,0.4053115,0.551658,-0.5949296,0.34911551900706067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6004991909497,9.315754075140468]}"
0000000000000000003f_0,0.1434,0.0333,0.0549,0.0547,0.2906,0.33917052,0.6831741,-0.6821997,0.418608784014169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4907250632303,9.195200164011627]}"
00000000000000000040_0,0.0567,0.021,0.036,0.0238,0.2988,0.68101263,0.8524488,-0.78494626,0.5014587776834223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.49045556864506,9.237420982365245]}"
00000000000000000041_0,0.057,0.0212,0.0421,0.0383,0.364,0.72921616,0.8095948,-0.7926619,0.5414496205781685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48228089955958,9.233648058171944]}"
00000000000000000042_0,0.084,0.0237,0.0485,0.0534,0.3414,0.60507756,0.7294833,-0.75121826,0.48278945017600106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.4847063508267,9.228168334938815]}"
00000000000000000043_0,0.1667,0.0354,0.0629,0.1016,0.1464,-0.06483552,0.18064518,-0.3989489,0.08983958352210876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53177807171456,9.248470260359916]}"
00000000000000000044_0,0.1477,0.0246,0.0461,0.0549,0.1582,0.03432494,0.48474893,-0.54870284,0.2172906907554912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59528896230181,9.30713024841292]}"
00000000000000000045_0,0.1725,0.04585,0.089,0.1292,0.27055,0.22130688,0.35359603,-0.50493675,0.2356488155974241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.09160358249599,9.05353584370598]}"
00000000000000000046_0,0.1053,0.0336,0.0555,0.0617,0.2466,0.40153453,0.5997405,-0.632572,0.34312755148740154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62035195872875,9.285660513122464]}"
00000000000000000047_0,0.0898,0.0228,0.0455,0.046,0.295,0.53326404,0.7302053,-0.73274595,0.444114133151401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0743559290409,9.01077603618189]}"
00000000000000000048_0,0.0837,0.0247,0.0512,0.0495,0.3012,0.56508183,0.71770746,-0.7094211,0.4438109828257724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.08010514685927,9.01077603618189]}"
00000000000000000049_0,0.1042,0.0207,0.0398,0.03,0.3593,0.55037755,0.84587723,-0.80055124,0.5554368487830479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06348631410306,9.015267612602488]}"
0000000000000000004a_0,0.0777,0.0221,0.0453,0.0464,0.3135,0.60276073,0.7421506,-0.74749166,0.46592625636327056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06106086283593,9.012842161335366]}"
0000000000000000004b_0,0.0707,0.0202,0.0439,0.0448,0.3259,0.6434695,0.7582951,-0.7625744,0.48426552360194564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.064564292444,9.011854014522834]}"
0000000000000000004c_0,0.06,0.0189,0.0394,0.0275,0.3486,0.70631427,0.85376227,-0.7969072,0.549766008950315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.0675287328816,9.006104796704468]}"
0000000000000000004d_0,0.1948,0.0573,0.1042,0.1606,0.2601,0.14354804,0.23651057,-0.42794403,0.1621049185451754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.06294732493258,9.009248900198887]}"
0000000000000000004e_0,0.086,0.0233,0.0445,0.0425,0.3384,0.594722,0.7768443,-0.76756334,0.5038596950552406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.05665911794375,9.011584519937598]}"
0000000000000000004f_0,0.0703,0.0185,0.0343,0.027,0.3418,0.6588207,0.85357916,-0.8176017,0.5435082903177113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.05468282431869,9.01266249827854]}"
00000000000000000050_0,0.0783,0.0331,0.0659,0.0678,0.3315,0.61786234,0.6604057,-0.66834426,0.4398420914344072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.04839461732985,9.005386144477173]}"
00000000000000000051_0,0.11,0.032,0.0651,0.0556,0.3444,0.51584506,0.722,-0.6820513,0.4813333233881878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.08244076659798,9.012931992863777]}"
00000000000000000052_0,0.0888,0.0286,0.0567,0.0639,0.327,0.57287157,0.67306215,-0.7044566,0.44297899771718185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5951991307734,9.31907784169171]}"
00000000000000000053_0,0.1516,0.0422,0.0723,0.0869,0.2036,0.1463964,0.40172115,-0.47589707,0.22144212512988448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62017229567192,9.293386024565892]}"
00000000000000000054_0,0.2185,0.0802,0.1094,0.1348,0.1818,-0.091681264,0.14845228,-0.24862637,0.08633356214870001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62717915488805,9.294913160548894]}"
00000000000000000055_0,0.167,0.044,0.0807,0.1076,0.199,0.08743171,0.29810828,-0.42295316,0.16997271938431197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6199926326151,9.310543846492575]}"
00000000000000000056_0,0.1567,0.0441,0.0748,0.0944,0.2333,0.19641025,0.42386326,-0.51444334,0.25172163140367587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61891465427415,9.318449020992826]}"
00000000000000000057_0,0.071,0.0282,0.0496,0.0391,0.3408,0.6551724,0.7941564,-0.74590164,0.51431979767139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48569449763923,9.22152080183633]}"
00000000000000000058_0,0.1199,0.0298,0.0555,0.0656,0.2676,0.38116127,0.6062425,-0.65645313,0.36365818445965375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47994527982087,9.22196995947839]}"
00000000000000000059_0,0.223,0.0387,0.0732,0.123,0.1674,-0.14241804,0.15289256,-0.3915212,0.08426113123472738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46278745789418,9.26293313643424]}"
0000000000000000005a_0,0.2514,0.0671,0.1098,0.1516,0.2094,-0.09114583,0.16011079,-0.31203005,0.1006968551384915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46494341457607,9.26248397879218]}"
0000000000000000005b_0,0.2145,0.0449,0.0807,0.1376,0.1769,-0.096065395,0.124960236,-0.37344718,0.07237568050007895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46099082732594,9.260777179752353]}"
0000000000000000005c_0,0.2264,0.0451,0.0795,0.125,0.1715,-0.13797438,0.15682967,-0.36653388,0.08757061681827562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46117049038277,9.261765326564884]}"
0000000000000000005d_0,0.209,0.0473,0.0819,0.1296,0.1849,-0.061183054,0.17583464,-0.38605696,0.10184161520170903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45973318592817,9.259339875297762]}"
0000000000000000005e_0,0.1823,0.0406,0.0749,0.0981,0.2402,0.13704142,0.42004138,-0.5245954,0.25426458196523455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45829588147359,9.248649923416739]}"
0000000000000000005f_0,0.1729,0.0332,0.0582,0.0574,0.3204,0.29900667,0.6961355,-0.6925515,0.44941900303685856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46602139291701,9.245595651450733]}"
00000000000000000060_0,0.154,0.0368,0.0678,0.0797,0.2166,0.16891527,0.46203172,-0.5232068,0.25788019595541545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46081116426912,9.24272104254155]}"
00000000000000000061_0,0.1668,0.0413,0.0764,0.1038,0.2202,0.13798448,0.35925928,-0.48482808,0.21189320988806334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46377560470671,9.24505666228026]}"
00000000000000000062_0,0.1458,0.0377,0.0651,0.0832,0.238,0.24022931,0.4819427,-0.5704388,0.28275694869838897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46620105597384,9.242810874069962]}"
00000000000000000063_0,0.0764,0.0219,0.0426,0.0265,0.3606,0.65034324,0.8630845,-0.7886905,0.5649306680784107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46179931108165,9.235085362626535]}"
00000000000000000064_0,0.1489,0.0399,0.0698,0.086,0.22,0.19273515,0.43790847,-0.5182885,0.24937964441669716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46018234357024,9.248290597303091]}"
00000000000000000065_0,0.1489,0.0365,0.0664,0.0747,0.2276,0.20903052,0.5057889,-0.5482993,0.28586563089944045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.45937385981453,9.24586514603597]}"
00000000000000000066_0,0.0661,0.0234,0.0464,0.0272,0.3603,0.68996245,0.8596129,-0.771822,0.5629859193870648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41463775866538,9.230054797035466]}"
00000000000000000067_0,0.1752,0.0225,0.0523,0.0549,0.2332,0.14201763,0.6188823,-0.6336252,0.339360481338704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.41607506311996,9.231042943847998]}"
00000000000000000068_0,0.0911,0.0256,0.0489,0.0536,0.2776,0.5058313,0.6763285,-0.7004594,0.4042348322643202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.39963589342058,9.225293726029632]}"
00000000000000000069_0,0.1063,0.0288,0.0553,0.0637,0.3238,0.50569636,0.6712258,-0.70825636,0.43960563535223024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.47383673588885,9.22062248655221]}"
0000000000000000006a_0,0.1086,0.0268,0.0539,0.0619,0.3078,0.47838616,0.6651339,-0.70196295,0.42411175416904723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1164869158661,9.032155939943936]}"
0000000000000000006b_0,0.0862,0.0276,0.0599,0.055,0.3542,0.6085377,0.7311828,-0.7106979,0.49362077228414186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5914262065801,9.316652390424586]}"
0000000000000000006c_0,0.1433,0.03615,0.0704,0.10945,0.20245,0.1710774,0.2981725,-0.48396558,0.17181920639084536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.09852061018371,9.054254495933275]}"
0000000000000000006d_0,0.1333,0.03185,0.0605,0.09835,0.1964,0.19138609,0.33265477,-0.5289996,0.185058189995007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.10121555603608,9.056140958029927]}"
0000000000000000006e_0,0.09655,0.02825,0.04655,0.05485,0.24595,0.43620437,0.6353058,-0.6817094,0.35795454125192167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.10777325761015,9.056500284143574]}"
0000000000000000006f_0,0.1751,0.0372,0.064,0.114,0.1558,-0.058325775,0.15492958,-0.4176524,0.08144972677187859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5351018382658,9.248739754945152]}"
00000000000000000070_0,0.155,0.0394,0.064,0.1204,0.1624,0.023314448,0.14851488,-0.43462896,0.0804803469617726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53366453381122,9.251344869269097]}"
00000000000000000071_0,0.2037,0.0428,0.0799,0.1214,0.1712,-0.08668978,0.17019825,-0.3636002,0.09424679819620373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53698830036245,9.249997396342918]}"
00000000000000000072_0,0.2244,0.0497,0.0781,0.1172,0.1772,-0.11752987,0.20380436,-0.38817078,0.11329305492972389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52845430516332,9.255746614161284]}"
00000000000000000073_0,0.1084,0.0492,0.074,0.0816,0.2544,0.4024256,0.51428574,-0.5493301,0.31004786169098963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62484353514934,9.303536987276441]}"
00000000000000000074_0,0.1646,0.0462,0.0805,0.1304,0.2199,0.14382315,0.25549528,-0.46404794,0.1578854437350431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61307560492737,9.304704797145797]}"
00000000000000000075_0,0.0941,0.031,0.056,0.0599,0.2659,0.4772222,0.6322897,-0.6520658,0.37418259018527367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61612987689338,9.292308046224948]}"
00000000000000000076_0,0.107,0.0307,0.0615,0.0461,0.3646,0.5462256,0.77550524,-0.71133536,0.5245964632584135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61604004536497,9.311082835663045]}"
00000000000000000077_0,0.0795,0.0298,0.0518,0.0416,0.2996,0.5805856,0.7561548,-0.7051793,0.46005706744361263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61765701287639,9.3002132207252]}"
00000000000000000078_0,0.0982,0.0268,0.053,0.0418,0.3422,0.5540418,0.78229165,-0.73178136,0.5097285196413779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61900448580256,9.307938732168628]}"
00000000000000000079_0,0.0828,0.0305,0.055,0.0532,0.3392,0.6075829,0.7288481,-0.7209538,0.48072612253989433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61460274091039,9.310184520378927]}"
0000000000000000007a_0,0.0967,0.0265,0.0529,0.0363,0.3624,0.578741,0.8179082,-0.7452444,0.5442861866429809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61559088772292,9.30209968282185]}"
0000000000000000007b_0,0.0769,0.0265,0.053,0.0386,0.3682,0.65445966,0.81022614,-0.7483381,0.545213940097012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61819600204686,9.305153954787857]}"
0000000000000000007c_0,0.1081,0.0322,0.0615,0.0675,0.3636,0.5416578,0.68684757,-0.7106563,0.4770164109222104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62134010554128,9.301830188236615]}"
