B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,pineapple,latitude,longitude
0.1558,0.0243,0.0486,0.0274,0.3278,0.35566583,0.8457207,-0.74176407,0.5268943001396982,0,9.712809430721297,-83.27396158517226
0.23485,0.06545,0.0841,0.0565,0.48595,0.34836292,0.7916859,-0.7049382,0.6179433028215695,0,10.215237169129345,-84.17820575016697
0.253,0.0474,0.0865,0.0788,0.3072,0.0967512,0.59170985,-0.5605792,0.3866817333773786,0,11.093520022413001,-85.61065930222397
0.2214,0.0746,0.093,0.1593,0.202,-0.04581952,0.11818435,-0.36949152,0.0743643455854856,0,10.072944028124812,-84.32517013064893
0.3137,0.04885,0.0794,0.087,0.2423,-0.12841724,0.47160646,-0.5063724,0.2808995647542061,0,10.273627662597113,-85.1186520211117
0.41035,0.6435,0.662,0.6604,0.6461,0.22315301,-0.010945265,0.012155047,-0.0118737800266859,0,10.364986326992069,-84.34466357231432
0.2418,0.04155,0.069,0.05395,0.2655,0.046717945,0.662232,-0.58744395,0.3872414534570091,0,9.563958588142691,-84.43736970963545
0.2127,0.0637,0.0921,0.0761,0.2751,0.12792128,0.5666287,-0.498366,0.3506813828239205,0,9.325905037851019,-83.53114925101568
0.2082,0.02975,0.05385,0.0306,0.39845,0.3136075,0.8573593,-0.7618837,0.5939131241760469,0,10.259524112636436,-83.73919907081776
0.4791,0.5708,0.596,0.586,0.6468,0.1489475,0.04931859,-0.040875416,0.0526315409286601,0,10.762939997857016,-85.24315851949066
0.12,0.013,0.035,0.0168,0.3518,0.49130988,0.9088443,-0.8190279,0.578517149859288,0,9.712270441550825,-83.9626999135067
0.31615,0.05585,0.07825,0.10135,0.2531,-0.11075977,0.4281281,-0.52768975,0.2663994453409256,0,10.435234582210215,-85.59116586055856
0.2751,0.2524,0.257,0.2402,0.3994,0.18428466,0.24890557,-0.21694088,0.2095472077641483,0,11.012761478370656,-85.406562069672
0.1701,0.06435,0.07475,0.06345,0.2297,0.14907452,0.5671158,-0.5089506,0.3144108892196312,0,10.842530732030006,-85.01615424719365
0.6373,1.1896,1.1204,1.0696,0.9964,0.21980779,-0.035430778,0.058578968,-0.0427903280476138,0,10.28270064696672,-84.45174275418137
0.26365,0.0558,0.0832,0.09615,0.3031,0.06960739,0.51834685,-0.5692467,0.3452043170433219,0,10.629270683580032,-85.19096640148332
0.18325,0.08505,0.09975,0.07805,0.3099,0.2568184,0.59762853,-0.5129989,0.3916605435051569,0,9.919511777597197,-83.53267638699869
0.1584,0.0213,0.0322,0.0166,0.237,0.19878605,0.8690852,-0.76077265,0.4386942730515826,0,9.533326036954216,-84.18278715811599
0.3937,0.3906,0.4244,0.3716,0.4808,0.09959977,0.12810887,-0.062306672,0.1211180128329804,0,10.89975341562842,-85.33236122720373
0.2872,0.0601,0.1044,0.0929,0.3536,0.10362046,0.5838746,-0.5441048,0.4131537178999527,0,9.146152149498702,-83.61145863741596
0.36085,0.05675,0.0894,0.1145,0.3002,-0.09174801,0.44779357,-0.5410677,0.3045260530606133,0,10.257098661369314,-85.52280406743706
0.211,0.2005,0.1924,0.1714,0.2908,0.15902752,0.25832975,-0.20364241,0.1861359531336025,0,10.803454017170807,-85.0811024422355
0.08895,0.008,0.02125,0.01115,0.2173,0.41910204,0.90238565,-0.8218403,0.4244972177171079,0,9.140223268623513,-83.00806026107288
0.2935,0.0974,0.1366,0.1874,0.2364,-0.107756205,0.11562057,-0.2675603,0.0795626684970028,0,9.55928734866527,-84.53115382529754
0.20855,0.0319,0.0579,0.032,0.41115,0.32693237,0.8555794,-0.753118,0.603005889173778,0,8.776046252441459,-83.54498330639112
0.1728,0.0319,0.0585,0.0246,0.4272,0.42399997,0.89110225,-0.75911057,0.6344820263625623,0,9.32231177671454,-83.91562819261884
0.1543,0.0236,0.0404,0.0218,0.29425,0.31200534,0.86204714,-0.75855374,0.5007965332929676,0,9.482750886458287,-83.20128787868698
0.1641,0.02925,0.0537,0.04195,0.2271,0.16104293,0.6881621,-0.61752135,0.361127368031609,0,8.791587106856728,-83.31968583313395
0.2421,0.0528,0.0862,0.0774,0.2654,0.045911316,0.5484247,-0.5096701,0.3345989478309068,0,9.427953654126997,-83.79255899869446
0.1612,0.0229,0.0514,0.0204,0.3939,0.41920376,0.9015206,-0.7691444,0.6127638681656404,0,8.677770560358784,-83.16050436478797
0.3002,0.2789,0.267,0.2432,0.3862,0.1252914,0.22720051,-0.18248625,0.1899238597379338,0,10.530366170798473,-84.68332843442738
0.1444,0.0247,0.0429,0.0251,0.3482,0.41372308,0.8655237,-0.7806188,0.5549639222716318,0,10.772462139868683,-85.36317344144904
0.3745,0.32905,0.32525,0.29705,0.5112,0.1543412,0.26495516,-0.22230858,0.2455379437037836,0,10.82016268145543,-84.99585232177256
0.253,0.043,0.0798,0.0518,0.3698,0.18754016,0.7542694,-0.6450178,0.5175781233815415,0,10.262308890017207,-83.37124913044241
0.16555,0.03735,0.05525,0.04765,0.2465,0.19645676,0.6760157,-0.63380283,0.3755902584458321,0,10.483923270609493,-84.49602969768846
0.26105,0.11475,0.1225,0.1637,0.16135,-0.23603217,-0.007229665,-0.13686804,-0.0042724729487166,0,9.977183618837671,-84.11783896307413
0.2293,0.0507,0.0797,0.0758,0.2712,0.08371627,0.5631124,-0.54573953,0.3460448623822351,0,8.386896071360882,-83.1179242203207
0.1536,0.02895,0.0467,0.0226,0.2923,0.31105626,0.85646236,-0.7244838,0.496441261982544,0,8.54877248555922,-83.5613326445621
0.1641,0.02475,0.0479,0.03795,0.2518,0.21086799,0.73805004,-0.680347,0.406172836431355,0,10.428676880636143,-84.9788741629027
0.1612,0.0465,0.069,0.0549,0.27,0.25231913,0.6620499,-0.59292036,0.3911383302419988,0,10.805520142324282,-85.36209546310809
0.19745,0.1047,0.1044,0.08125,0.3331,0.25567806,0.6078195,-0.52274287,0.413162351408645,0,10.785308048431594,-84.99603198482939
0.25875,0.05895,0.09305,0.0967,0.2706,0.022385946,0.47345495,-0.48824418,0.3007609746331995,0,9.598274231996058,-84.31546832558043
0.3102,0.0541,0.0815,0.089,0.2526,-0.1023454,0.47892272,-0.51212215,0.2915874695755423,0,9.017872726926434,-83.28599900997946
0.3909,0.1042,0.1566,0.216,0.2797,-0.16582161,0.12850516,-0.28214532,0.0959626459008405,0,9.33749330501616,-83.9807560507175
0.2666,0.06735,0.1012,0.1326,0.259,-0.014459683,0.32277837,-0.43808997,0.212651428496746,0,10.429575195920263,-84.99180990299402
0.1181,0.0168,0.0354,0.0196,0.2598,0.3749669,0.85969937,-0.7601626,0.462278658114087,0,9.36049017628962,-83.58334136902302
0.16525,0.0625,0.0766,0.05225,0.31035,0.3050883,0.7118036,-0.60408324,0.4488175258799384,0,10.21820160956694,-84.0311515381566
0.2856,0.05375,0.08855,0.1126,0.3061,0.03464594,0.46214476,-0.55124795,0.3159355776760203,0,10.258895291937554,-85.39686026460352
0.5193,0.5688,0.5728,0.544,0.6463,0.10895679,0.085944705,-0.060290407,0.0907826883404283,0,9.746496253875778,-83.63966573733731
0.1853,0.0622,0.0779,0.0511,0.3884,0.3540178,0.767463,-0.6658803,0.5385311201199033,0,9.899659009818157,-83.2524020183534
0.2649,0.0369,0.0682,0.057,0.2839,0.03462098,0.66559106,-0.61261004,0.4047449065913685,0,8.95463133092442,-83.07974582074561
0.2628,0.0506,0.0766,0.0689,0.2784,0.028824825,0.6032249,-0.5684507,0.3708839971861022,0,11.023631093308502,-85.50106483756137
0.3801,0.4904,0.4616,0.4272,0.5316,0.16617307,0.108886115,-0.07047925,0.1073485156704792,0,10.8417222482743,-85.23857711154166
0.1318,0.0361,0.0523,0.0263,0.3308,0.43017727,0.8527023,-0.72696424,0.532901641467616,0,8.276493122942593,-83.00877891330018
0.384,0.0677,0.0922,0.1318,0.2376,-0.23552124,0.28641042,-0.44087324,0.1825396885249368,0,9.108063581452035,-83.42703450958622
0.20885,0.1471,0.15175,0.1347,0.3086,0.19277227,0.39228514,-0.34071904,0.2765292164488345,0,10.937841983675087,-84.60822927667499
0.1344,0.0338,0.0425,0.0351,0.1563,0.07533539,0.63322884,-0.5724346,0.2629447332705867,0,10.298421164438812,-83.69527145342431
0.1696,0.0227,0.0434,0.0256,0.3274,0.31750503,0.8549575,-0.7659115,0.5307151233883296,0,9.874326518805987,-85.41446724417226
0.1671,0.0303,0.0461,0.0329,0.2547,0.20768139,0.77121,-0.693484,0.4224225519083086,0,10.636726700438224,-85.30622025243585
0.1245,0.0297,0.0392,0.0247,0.2068,0.24841534,0.78660905,-0.6813008,0.3734107957415639,0,9.67894294450999,-83.5215372774756
0.16735,0.02095,0.0411,0.0237,0.26795,0.231105,0.83747643,-0.73402363,0.4627992129207213,0,9.554975435301497,-83.03222494221569
0.2336,0.04365,0.06795,0.04455,0.358,0.21027721,0.778661,-0.68094844,0.5209406755978865,0,10.59055329483448,-84.57391363282161
0.4008,0.4959,0.4723,0.4511,0.5562,0.16238248,0.10433836,-0.08157514,0.1045910246707785,0,10.829415328881861,-84.37439780821867
0.3593,0.0803,0.1019,0.118,0.3098,-0.07397996,0.44834036,-0.5049794,0.3100883784369437,0,11.120559312464998,-85.63814774991802
0.31865,0.05415,0.0895,0.04785,0.64855,0.34108764,0.862579,-0.757469,0.7531343839372504,0,9.487422125935709,-83.1435262059181
0.0908,0.0137,0.0314,0.0233,0.2106,0.39747843,0.80076957,-0.74049586,0.3828178292646723,0,9.388068455512089,-83.31330779461669
0.1288,0.0346,0.0523,0.0556,0.1509,0.07901323,0.46150124,-0.48523626,0.2023354712105428,0,10.858251249502098,-84.58990364487894
0.2694,0.0494,0.0741,0.0608,0.3482,0.12759066,0.70268947,-0.6490646,0.4742574160366691,0,9.62459486982076,-84.2108145949805
0.35405,0.0751,0.11,0.1501,0.2983,-0.085460275,0.3305085,-0.4611805,0.2343947807849681,0,10.27892772277342,-85.44644726828692
0.2459,0.0493,0.0948,0.0471,0.4288,0.2710834,0.80205923,-0.63789153,0.5866891974649642,0,10.53898999752602,-83.6312215736666
0.1309,0.0204,0.0227,0.0162,0.1551,0.08461541,0.81085813,-0.7446569,0.310367946776684,0,9.789076398343044,-83.35157602572019
0.18335,0.15875,0.149,0.1032,0.4019,0.37343016,0.591368,-0.45906696,0.4457765259609704,0,10.800130250619565,-85.0570275926211
0.2217,0.0361,0.0597,0.0359,0.3673,0.24719866,0.8219246,-0.7203747,0.5503764421914614,0,9.81611568839504,-83.32750117610578
0.2539,0.025,0.0487,0.0392,0.3973,0.22020887,0.82038945,-0.78161436,0.5735718138069608,0,9.71155178932353,-84.0634908883849
0.169,0.0424,0.062,0.0342,0.3442,0.34138736,0.8192389,-0.69473165,0.5293715649342134,0,10.435504076795452,-83.52800514752126
0.16315,0.02845,0.04475,0.02445,0.3091,0.3090524,0.8533953,-0.747068,0.5122368199504479,0,10.887356664707571,-84.59834780854968
0.089,0.03535,0.0453,0.0442,0.05805,-0.21047264,0.13545232,-0.1233672,0.034495640816521,0,10.130795532422109,-84.87224413867771
0.142,0.0325,0.058,0.0274,0.3632,0.4378464,0.859703,-0.7245964,0.5655737797490398,0,10.987878145000545,-85.48202055353805
0.1623,0.0421,0.06095,0.0347,0.394,0.41650188,0.8381152,-0.73205847,0.5803273358498973,0,10.488235183973266,-83.9303605632784
0.3773,0.09395,0.1373,0.1983,0.339,-0.05346923,0.26186484,-0.42347258,0.2034608848609257,0,10.295636387058043,-85.34107488545969
0.135,0.0176,0.0439,0.0227,0.392,0.487666,0.89052325,-0.79857767,0.6056083848950591,0,9.600609851734768,-83.52791531599284
0.2806,0.0504,0.0857,0.0769,0.3183,0.06294873,0.61082995,-0.5757426,0.404490631847931,0,9.861211115657841,-83.95335743455185
0.2739,0.06605,0.1052,0.0705,0.51465,0.30530718,0.7590361,-0.66056305,0.613947367557389,0,10.343157265587964,-83.83855274124137
