B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,pineapple,latitude,longitude,year
0.22815,0.22885,0.2521,0.2509,0.4407,0.31778425,0.2744361,-0.27222866,0.2389224509604108,1,10.810371044858528,-84.66374516123358,2018
0.36815,0.341,0.3429,0.3231,0.51,0.16153276,0.22434281,-0.19591978,0.2102992923563582,1,10.814862621279126,-84.66554179180181,2018
0.14395,0.06515,0.07915,0.0632,0.3523,0.41984886,0.6957882,-0.6330977,0.473675580539809,1,10.80686761525046,-84.67048252586447,2018
0.17175,0.0733,0.0917,0.08395,0.413,0.41256946,0.66213906,-0.6366158,0.4950850007415829,1,10.816210094205305,-84.66886555835305,2018
0.20015,0.24635,0.2111,0.14675,0.3636,0.28993347,0.42490447,-0.26535583,0.3219428689753794,1,10.80075907131845,-84.9511162206234,2018
0.20675,0.1887,0.1889,0.1733,0.4744,0.3929384,0.46487573,-0.43042368,0.3935261992195256,1,10.798872609221798,-84.94294155153791,2018
0.24145,0.0617,0.09195,0.0695,0.3566,0.19254242,0.6737855,-0.59001225,0.4650145637493117,1,10.71892254893516,-84.9232684468157,2018
0.0413,0.03275,0.0356,0.02545,0.1219,0.49387255,0.65456396,-0.5479365,0.2234880646627758,1,10.792853896818198,-84.92758036017948,2018
0.0344,0.0231,0.0261,0.01775,0.2016,0.7084746,0.8381582,-0.770751,0.3833669273626731,1,10.790338614022662,-84.92767019170789,2018
0.1235,0.0367,0.0588,0.03935,0.3852,0.5144486,0.81462723,-0.73513514,0.5611108060258633,1,10.80444216398334,-84.93656351302067,2018
0.15545,0.08825,0.1047,0.09215,0.337,0.3686669,0.57054645,-0.5259226,0.3952806420327534,1,10.793572549045493,-84.93485671398085,2018
0.28065,0.3282,0.3105,0.2494,0.4978,0.27895176,0.3324411,-0.2317209,0.2987491841966685,1,10.794291201272788,-84.9307244636739,2018
0.0966,0.0445,0.067,0.0521,0.2379,0.42242151,0.6406897,-0.56051165,0.3527848178821818,1,10.797075978653558,-84.94006694262873,2018
0.16075,0.06165,0.0859,0.10215,0.18525,0.07080924,0.28914404,-0.36640236,0.1583058138591188,1,10.832828926961517,-84.97016050464674,2018
0.3128,0.30635,0.3096,0.287,0.5265,0.25461695,0.29440686,-0.25941873,0.2735058871555869,1,10.859958048541923,-84.67290797713159,2018
0.21495,0.1687,0.18265,0.1685,0.3835,0.28164425,0.38949275,-0.35476464,0.3065589358055436,1,10.87990064784938,-84.68467590735355,2018
0.2491,0.3489,0.3353,0.3078,0.4495,0.28685942,0.18711211,-0.14551477,0.1690527329497849,1,10.770216351658386,-84.72887301933224,2018
0.31235,0.3005,0.3008,0.2739,0.4407,0.1704402,0.23341729,-0.18867162,0.2059937338568197,1,10.767790900391262,-84.73120863907094,2018
0.07915,0.02785,0.04685,0.0324,0.2208,0.47224537,0.74407583,-0.64991593,0.3751991443900414,1,10.978176339932054,-84.69824046814377,2018
0.10625,0.0436,0.06155,0.0463,0.2942,0.46934697,0.728047,-0.6539705,0.4424152296568103,1,10.99775961312586,-84.5399573150819,2018
0.09425,0.0297,0.0471,0.03425,0.3179,0.54264224,0.8054806,-0.7419178,0.4992959041776384,1,10.841183259103827,-84.67874702647836,2018
0.1374,0.0413,0.056,0.08165,0.124,-0.051262446,0.20593242,-0.37777776,0.0900233868938558,1,10.795189516556908,-84.7225848123434,2018
0.1621,0.13985,0.15675,0.1454,0.3775,0.39918458,0.44387072,-0.4131961,0.3403558436333416,1,10.901011057026189,-84.64865346446037,2018
0.0741,0.02315,0.0411,0.0443,0.2992,0.6030003,0.742067,-0.7584484,0.4532898590703909,1,11.026505702217683,-84.62008703842537,2018
0.05745,0.02275,0.03755,0.0252,0.3627,0.7265262,0.8700696,-0.81236726,0.570165543927688,1,10.971977964471629,-84.58217813343552,2018
0.0673,0.02825,0.04565,0.03685,0.3086,0.64192605,0.78665507,-0.7422724,0.4821396952428367,1,10.968923692505625,-84.5760695895035,2018
0.38335,0.3741,0.3811,0.3642,0.4675,0.09890108,0.12420344,-0.101814754,0.1163550410179723,1,10.879810816320967,-85.06205815821217,2018
0.138,0.13175,0.127,0.10355,0.3617,0.4476686,0.554863,-0.48025373,0.4011654954222752,1,10.872893788633249,-85.05801573943363,2018
0.2403,0.2982,0.2651,0.2403,0.3805,0.22583762,0.22583762,-0.17874843,0.1876338202863038,1,10.87487008225831,-85.06484293559294,2018
0.26995,0.28725,0.2699,0.2703,0.3521,0.13206336,0.13142675,-0.13215438,0.1093193326499651,1,10.876127723656076,-85.062237821269,2018
0.19215,0.08665,0.1037,0.0926,0.3796,0.32785308,0.6077933,-0.57086694,0.4428101030609502,1,10.8928363879407,-85.0420257273763,2018
0.30615,0.29915,0.29755,0.26195,0.5034,0.24365392,0.31547663,-0.25700733,0.2862252011695012,1,10.868761538326297,-84.97941315207316,2018
0.33205,0.37655,0.3844,0.37415,0.4872,0.18938053,0.13124745,-0.11794399,0.124563834413844,1,10.87495991378672,-84.97114865145927,2018
0.4474,0.5214,0.4933,0.4577,0.6154,0.15807302,0.14695741,-0.110129,0.1503718763686552,1,10.874151430031011,-84.96782488490803,2018
0.31235,0.3882,0.39425,0.3842,0.495,0.22623397,0.12602365,-0.11329772,0.1205046372408927,1,10.885380371082508,-84.96405196071473,2018
0.2649,0.2823,0.2837,0.2682,0.4201,0.22656935,0.22068864,-0.19380508,0.1917444984707845,1,10.87909216409367,-84.9713283145161,2018
0.19585,0.16565,0.1695,0.17375,0.4119,0.35549158,0.4066422,-0.4169247,0.3290425268690656,1,10.881068457718731,-84.96548926516932,2018
0.3131,0.5378,0.5276,0.5075,0.5721,0.29258922,0.05983697,-0.040465575,0.0613446364309058,1,10.88412272968474,-84.96126718333396,2018
0.4438,0.4633,0.4814,0.4737,0.5705,0.124913745,0.092702575,-0.08470387,0.0940292990679836,1,10.876666712826548,-84.96432145529997,2018
0.41535,0.6306,0.6114,0.574,0.6118,0.19125739,0.031877223,-0.00032701663,0.0336338951790563,1,10.87495991378672,-84.95803324831112,2018
0.31985,0.2743,0.2967,0.2907,0.5198,0.23813495,0.28266504,-0.27323943,0.2622281794524164,1,10.87298362016166,-84.96423162377155,2018
0.2599,0.2568,0.25965,0.2463,0.4601,0.27805555,0.3026614,-0.27849948,0.2658322275730451,1,10.894363523923705,-84.95417049258941,2018
0.3326,0.2334,0.2776,0.28,0.3928,0.0829887,0.16765755,-0.17183773,0.1442701249151327,1,10.897687290474945,-84.95911122665207,2018
0.2639,0.21585,0.2175,0.1925,0.3903,0.19321308,0.33939603,-0.28430405,0.2740118354413082,1,10.890321105145166,-84.95228403049276,2018
0.20015,0.27465,0.23685,0.1774,0.5036,0.43119004,0.4790015,-0.3602539,0.4143099195251493,1,10.890500768201989,-84.95336200883371,2018
0.1623,0.088,0.1154,0.11465,0.3879,0.4100327,0.543727,-0.5414266,0.408832464700891,1,10.795998000312617,-84.96746555879439,2018
0.1368,0.06505,0.0833,0.0785,0.3156,0.39522547,0.60162395,-0.58235145,0.3977743021920122,1,10.792764065289784,-84.96063836263507,2018
0.1846,0.11525,0.12865,0.12685,0.2795,0.20448181,0.3756614,-0.36959454,0.2526342140689288,1,10.79159625542043,-84.96045869957825,2018
0.1769,0.1227,0.1396,0.1269,0.3281,0.29940593,0.4421978,-0.40303615,0.3160209327768049,1,10.793572549045493,-84.95982987887936,2018
0.68545,0.6648,0.6634,0.6634,0.7592,0.0510504,0.06734148,-0.06734148,0.0747425236487926,1,10.78656568982936,-84.96135701486237,2018
0.3385,0.2349,0.2517,0.2548,0.4087,0.09395075,0.23195177,-0.23773466,0.1984099698721184,1,10.788631814982836,-84.96342314001585,2018
0.099,0.04205,0.0654,0.0487,0.3337,0.5424081,0.7452929,-0.6722626,0.4844741603518021,1,10.779379167556405,-84.93404823022513,2018
0.13325,0.04295,0.06545,0.05395,0.3364,0.43255618,0.7235814,-0.67425656,0.4758521943056016,1,10.802825196471924,-84.9330600834126,2018
0.0361,0.02625,0.0356,0.0242,0.1157,0.5243742,0.6540386,-0.5294118,0.2144866369487973,1,10.79159625542043,-84.92614305572488,2018
0.1247,0.0382,0.05975,0.0413,0.3051,0.4197301,0.7615473,-0.6724681,0.4675094472905045,1,10.790158950965838,-84.91823788122463,2018
0.1443,0.1036,0.1191,0.09395,0.3327,0.39496857,0.5595922,-0.47277558,0.3864727883559162,1,10.791326760835194,-84.91500394620181,2018
0.14275,0.04315,0.0714,0.0418,0.3467,0.41669223,0.7848134,-0.6584549,0.5147439650570542,1,10.791506423892018,-84.91715990288368,2018
0.30515,0.3199,0.3254,0.3058,0.5058,0.24742587,0.24642684,-0.21703562,0.2287282913223821,1,10.773989275851688,-84.9284786754636,2018
0.2686,0.1756,0.18795,0.1872,0.3532,0.13605662,0.30717987,-0.30536819,0.239331021208933,1,10.77542658030628,-84.92964648533295,2018
0.19925,0.16555,0.19165,0.18945,0.2543,0.121375814,0.14614086,-0.14048658,0.1030728523498993,1,10.776684221704045,-84.92802951782153,2018
0.1508,0.0968,0.1059,0.0895,0.2914,0.31795564,0.53006035,-0.46690157,0.3437960932788344,1,10.733475256537895,-84.88940196060439,2018
0.13635,0.1052,0.11325,0.09885,0.3462,0.4348772,0.55578023,-0.5070192,0.3925982688667774,1,10.713622488758856,-84.92461591974188,2018
0.36775,0.3756,0.3822,0.3771,0.4585,0.1098336,0.09741504,-0.0907577,0.0914195953484545,1,10.71937170657722,-84.91168017965056,2018
0.2919,0.19565,0.2215,0.2004,0.447,0.2099066,0.38090825,-0.33732238,0.3223810403826146,1,10.720629347974988,-84.91087169589485,2018
0.19305,0.25705,0.2333,0.19295,0.4455,0.39534882,0.3955674,-0.31261048,0.3327550551808941,1,10.685145894252264,-84.85796092566021,2018
0.305,0.4097,0.40265,0.38145,0.5302,0.269636,0.1631657,-0.13673152,0.1580597247280043,1,10.687391682462565,-84.85984738775686,2018
0.338,0.4315,0.4279,0.41475,0.5942,0.27483374,0.17785817,-0.16270426,0.17838563471796,1,10.686403535650031,-84.85805075718862,2018
0.35845,0.4377,0.437,0.4201,0.5775,0.23404028,0.15777865,-0.13849185,0.1576522269146773,1,10.688020503161448,-84.85832025177386,2018
0.20085,0.19695,0.20435,0.19745,0.3966,0.3276425,0.33524117,-0.31991017,0.2730451213642062,1,10.683618758269263,-84.8578710941318,2018
0.16245,0.2435,0.2308,0.20065,0.4134,0.43579057,0.34647015,-0.28345233,0.2864548103778586,1,10.682630611456732,-84.85463715910898,2018
0.18305,0.2374,0.2476,0.2382,0.3812,0.3511741,0.23086858,-0.21246816,0.1916205034390813,1,10.683798421326086,-84.85311002312596,2018
0.03515,0.02925,0.03185,0.02325,0.09365,0.45419255,0.6022241,-0.49243027,0.1711784678703448,1,10.71802423365104,-84.84825912059172,2018
0.10815,0.06405,0.07855,0.06685,0.2739,0.43384376,0.60763025,-0.554263,0.3694023243064258,1,10.711736026662203,-84.85463715910898,2018
0.30825,0.3654,0.34675,0.3155,0.4873,0.22506441,0.21400101,-0.1685151,0.197804748305113,1,10.712185184304264,-84.85167271867138,2018
0.1366,0.30135,0.2798,0.2529,0.4246,0.51318604,0.25343174,-0.20556504,0.2187261138500844,1,10.712544510417912,-84.84798962600648,2018
0.3174,0.4216,0.43665,0.4219,0.5642,0.27994552,0.14430584,-0.12744164,0.143630961294261,1,10.702663042292595,-84.84466585945525,2018
0.26865,0.5977,0.5893,0.56055,0.674,0.43001115,0.09189587,-0.067046665,0.0981090632186199,1,10.707154618713194,-84.83972512539259,2018
0.2753,0.37515,0.37155,0.36915,0.4435,0.23400113,0.0914908,-0.08827682,0.0849617163957792,1,10.70517832508813,-84.84825912059172,2018
0.2377,0.3871,0.40245,0.39975,0.5174,0.37041453,0.12827785,-0.124966055,0.1245281342835868,1,10.707603776355256,-84.84520484862571,2018
0.051,0.02465,0.0321,0.02295,0.16065,0.5180723,0.75,-0.6669261,0.3021503824110494,1,10.735631213219785,-84.72734588334923,2018
0.04835,0.0258,0.0303,0.036,0.04935,0.010235435,0.15641479,-0.23917137,0.0342103078894043,1,10.731768457498069,-84.73417307950854,2018
0.05455,0.03445,0.0376,0.0245,0.2303,0.6169914,0.8076923,-0.71929824,0.4089825053767407,1,10.731139636799186,-84.72869335627541,2018
0.2088,0.03805,0.0563,0.07775,0.135,-0.21465968,0.2690952,-0.41139573,0.1204840570328849,1,11.041866893576127,-84.62125484829471,2018
0.0994,0.02845,0.04865,0.06255,0.2643,0.45339563,0.6172556,-0.6890877,0.3659974428969105,1,11.026685365274508,-84.59583252575413,2018
0.06845,0.0196,0.036,0.0319,0.3495,0.6724489,0.83272153,-0.81322956,0.5405037449628224,1,11.047436448337669,-84.58271712260598,2018
0.2301,0.0471,0.06515,0.0854,0.1371,-0.253268,0.23235954,-0.35574782,0.1073356323539293,1,11.033063403791758,-84.57930352452634,2018
0.07275,0.02125,0.0371,0.02355,0.3579,0.66213864,0.8765238,-0.8121519,0.5689772465927625,1,11.017702212433312,-84.58334594330488,2018
0.13235,0.0259,0.0467,0.04575,0.3064,0.39669517,0.74016756,-0.7354857,0.4588100708907246,1,11.018151370075373,-84.5783153777138,2018
0.0743,0.0309,0.0564,0.0496,0.3039,0.6070862,0.71937764,-0.68692756,0.4469244298089688,1,11.006203776796584,-84.62700406611309,2018
0.0666,0.01805,0.03245,0.0236,0.303,0.6396104,0.85548073,-0.8065285,0.507016696461703,1,11.012581815313832,-84.60957674960116,2018
0.0806,0.03095,0.0494,0.03325,0.3835,0.6526611,0.8404319,-0.7717718,0.5730842742090441,1,10.996501971728092,-84.62143451135154,2018
0.11675,0.03425,0.05615,0.04835,0.282,0.41442007,0.70728016,-0.6678989,0.4220810595349167,1,10.992908710591614,-84.6188293970276,2018
0.12005,0.0461,0.07645,0.0608,0.3897,0.5289848,0.7300777,-0.671994,0.5190426023494608,1,10.986889998188014,-84.61829040785712,2018
0.2221,0.0648,0.0978,0.1329,0.2037,-0.04321277,0.2103387,-0.3512438,0.1269423964501109,1,10.996501971728092,-84.62817187598243,2018
0.1405,0.0558,0.0671,0.06265,0.3525,0.4300203,0.6981814,-0.68017155,0.4750860366414207,1,10.955987952414302,-84.64793481223306,2018
0.27395,0.1154,0.15085,0.15075,0.4047,0.1926619,0.4571969,-0.45693457,0.3609124254336623,1,10.95401165878924,-84.64506020332388,2018
0.09095,0.01995,0.0359,0.038,0.295,0.5286954,0.7717718,-0.783016,0.4627851005969941,1,10.935506363936376,-84.60634281457834,2018
0.08595,0.02575,0.0459,0.03935,0.3452,0.60129887,0.7953452,-0.76527745,0.5186535567332778,1,10.973055942812572,-84.60050376523155,2018
0.089,0.0265,0.0426,0.03485,0.3275,0.57262903,0.80764455,-0.76979196,0.5090450317642616,1,10.977906845346816,-84.59646134645303,2018
0.0833,0.037,0.06245,0.0439,0.3689,0.6315789,0.7873062,-0.710444,0.5340709874714872,1,10.975391562551284,-84.57705773631604,2018
0.06095,0.0241,0.03885,0.0242,0.3613,0.7113085,0.8744488,-0.80582285,0.5710333060139766,1,10.969372850147682,-84.5798425136968,2018
0.08035,0.0316,0.04975,0.04585,0.3206,0.5992019,0.7497612,-0.7313352,0.4756477587364689,1,10.965240599840731,-84.5646609853952,2018
0.0769,0.03,0.05035,0.049,0.295,0.58644795,0.71511626,-0.70841175,0.4372037778981709,1,10.965330431369145,-84.56115755578712,2018
0.1053,0.0263,0.04825,0.0532,0.2526,0.41156748,0.6520602,-0.67924213,0.3711839387527889,1,10.96829487180674,-84.56681694207707,2018
0.10055,0.02605,0.04755,0.04675,0.2964,0.49338707,0.7275244,-0.72350633,0.4441380632726995,1,11.003868157057871,-84.54031664119555,2018
0.15785,0.0321,0.0553,0.04165,0.2677,0.2581365,0.7307257,-0.65758514,0.4189472833464498,1,11.002700347188515,-84.53816068451366,2018
0.0784,0.02275,0.0401,0.0381,0.2804,0.56298774,0.7607535,-0.749766,0.4440439920505356,1,11.006383439853408,-84.53968782049667,2018
0.13755,0.04985,0.0783,0.07075,0.3054,0.3789367,0.6238203,-0.59186864,0.4017291775599996,1,11.001173211205511,-84.53744203228636,2018
0.1638,0.0614,0.0924,0.0781,0.3388,0.34818944,0.6253298,-0.5714286,0.4264914469018322,1,10.99820877076792,-84.53402843420672,2018
0.07415,0.03565,0.059,0.0493,0.3523,0.6522453,0.7544821,-0.7131048,0.5041038023232028,1,10.85232236862691,-84.57175767613973,2018
0.1866,0.054,0.0743,0.0709,0.3036,0.23867811,0.62136185,-0.6067743,0.3991423823821077,1,10.844417194126658,-84.57391363282161,2018
0.08105,0.0388,0.0607,0.0403,0.3646,0.63626164,0.8009385,-0.7145544,0.5375732144177091,1,10.843968036484595,-84.57436279046368,2018
0.1399,0.0415,0.07255,0.09545,0.1588,0.06327421,0.24916422,-0.3728118,0.1259860918676881,1,10.866066592473938,-84.58316628024805,2018
0.1737,0.11575,0.1352,0.13615,0.3554,0.34341332,0.44603804,-0.44883817,0.3316776671215086,1,10.836961177268464,-84.60346820566915,2018
0.10285,0.22295,0.2105,0.1823,0.3783,0.5724826,0.3496254,-0.28498644,0.2772015945562965,1,10.843698541899364,-84.59439522129955,2018
0.3202,0.4789,0.47665,0.47525,0.5699,0.28053027,0.09056114,-0.08910227,0.0918842555437065,1,10.836871345740054,-84.59295791684495,2018
0.12365,0.06595,0.0774,0.0722,0.2714,0.3740033,0.5797439,-0.5561927,0.3541963072181359,1,10.831122127921688,-84.587298530555,2018
0.11715,0.07025,0.08195,0.07775,0.3816,0.5302256,0.66147816,-0.6464243,0.4750872960932132,1,10.828157687484094,-84.59421555824272,2018
0.08885,0.04005,0.06195,0.05635,0.3385,0.5841816,0.7145752,-0.6905981,0.4729563530189938,1,10.820252512983842,-84.60283938497027,2018
0.05365,0.03865,0.04555,0.03965,0.3285,0.7192202,0.78459865,-0.7564497,0.4990785018280076,1,10.821779648966846,-84.59879696619173,2018
0.0891,0.03885,0.04805,0.0469,0.286,0.52492666,0.7182337,-0.71231854,0.4306039301968543,1,10.819354197699722,-84.59511387352684,2018
0.24245,0.13245,0.1418,0.13855,0.3376,0.16403757,0.41804054,-0.40842718,0.3058699935765408,1,10.821240659796374,-84.60185123815774,2018
0.11695,0.0573,0.0756,0.07405,0.2869,0.4208246,0.58969384,-0.5828966,0.370840364812335,1,10.818006724773545,-84.59942578689062,2018
0.1761,0.0995,0.1196,0.11935,0.2862,0.23815702,0.41141656,-0.41054705,0.2763789761504241,1,10.815850768091655,-84.59700033562349,2018
0.2591,0.1361,0.1558,0.1501,0.3655,0.17034905,0.41776574,-0.40226358,0.3181370784175225,1,10.812706664597238,-84.59762915632237,2018
0.1513,0.141,0.12985,0.10845,0.4124,0.46318966,0.5835653,-0.52106965,0.4466131183393399,1,10.82851701359774,-84.59619185186779,2018
0.0487,0.0192,0.02585,0.0175,0.3354,0.7464202,0.90082175,-0.8568858,0.559092491532264,1,10.83300859001834,-84.60652247763515,2018
0.05725,0.0183,0.03225,0.02295,0.3199,0.69640726,0.86612225,-0.81683946,0.5284748264929535,1,10.83031364416598,-84.6023003957998,2018
0.05665,0.02025,0.0298,0.0184,0.3519,0.72267777,0.9006211,-0.84385645,0.5748018035258851,1,10.828876339711387,-84.6060733199931,2018
0.04745,0.0159,0.02195,0.0178,0.2984,0.7256036,0.887413,-0.86296237,0.5156824495054869,1,10.83031364416598,-84.60095292287362,2018
0.11185,0.2525,0.2578,0.23775,0.3694,0.5351688,0.21683274,-0.17793365,0.1783633683626036,1,10.840644269933357,-84.5954731996405,2018
0.1706,0.16035,0.16485,0.16235,0.2911,0.260992,0.28393427,-0.2768944,0.2025538788451896,1,10.839745954649237,-84.6076004559761,2018
0.2349,0.2313,0.2384,0.2275,0.4166,0.27889484,0.29358792,-0.27206105,0.247924110382374,1,10.837949324080997,-84.60104275440203,2018
0.07175,0.0357,0.04375,0.0352,0.357,0.6653061,0.8204997,-0.78165936,0.5410221855945153,1,10.835973030455934,-84.6076004559761,2018
0.13995,0.23085,0.2141,0.18635,0.38,0.46167898,0.34192637,-0.2792459,0.2724011713163735,1,10.842710395086833,-84.60418685789645,2018
0.1048,0.1291,0.13105,0.11175,0.3497,0.53883386,0.5156572,-0.45481017,0.3712361597687479,1,10.842530732030006,-84.60167157510091,2018
0.1029,0.13625,0.1378,0.12935,0.3142,0.50659317,0.4167512,-0.39026552,0.2938636054602793,1,10.841452753689063,-84.59996477606109,2018
0.13905,0.22115,0.2086,0.18775,0.3564,0.4386921,0.30993295,-0.26159292,0.2422784292682064,1,10.83758999796735,-84.60625298304993,2018
0.3727,0.4682,0.46315,0.46085,0.6073,0.23938774,0.1371062,-0.13466299,0.1400854363024693,1,10.854118999195148,-84.64308390969882,2018
0.0531,0.0228,0.03565,0.02285,0.339,0.7291507,0.87370455,-0.80968904,0.5502407479430376,1,10.845225677882365,-84.63751435493728,2018
0.04875,0.02295,0.02935,0.0185,0.279,0.7025172,0.87563026,-0.80963194,0.4899686692581296,1,10.847022308450605,-84.63913132244869,2018
0.15665,0.10785,0.11035,0.0992,0.345,0.37546095,0.5533543,-0.5153179,0.3904892960084339,1,10.842890058143654,-84.63850250174981,2018
0.1144,0.0382,0.05445,0.0538,0.3023,0.45092395,0.6978377,-0.6947442,0.4354047461512108,1,10.85241220015532,-84.63886182786347,2018
0.08205,0.04215,0.05775,0.05225,0.2899,0.55881166,0.6945784,-0.6677693,0.4232915777461798,1,10.85834108103051,-84.63832283869299,2018
0.3627,0.5167,0.5008,0.48465,0.6345,0.27256322,0.13389629,-0.11776624,0.138822875733492,1,10.85331051543944,-84.64398222498293,2018
0.06455,0.0292,0.0409,0.03045,0.2565,0.597882,0.7877679,-0.7249496,0.4308723643053549,1,10.858071586445272,-84.64020930078964,2018
0.3139,0.2858,0.29755,0.29795,0.458,0.18668222,0.21172036,-0.21236187,0.1911501304532323,1,10.869749685138828,-84.64038896384646,2018
0.1409,0.0829,0.09905,0.0755,0.3783,0.45724192,0.6672543,-0.5850005,0.4762004804523029,1,10.872803957104834,-84.63481940908493,2018
0.0893,0.03045,0.0471,0.05795,0.158,0.27780026,0.4633017,-0.5407119,0.209616603554403,1,10.875768397542428,-84.64155677371582,2018
0.09855,0.0596,0.06235,0.05755,0.2288,0.39789218,0.59804434,-0.5716984,0.3266675168802291,1,10.87487008225831,-84.641377110659,2018
0.10025,0.0408,0.0606,0.09105,0.106,0.027878791,0.07586907,-0.27250898,0.0321712928727845,1,10.873792103917364,-84.64461104568183,2018
0.3222,0.29125,0.3151,0.3052,0.476,0.19268355,0.21863799,-0.20338768,0.1999687764153375,1,10.875948060599251,-84.63625671353951,2018
0.38035,0.5575,0.54595,0.52575,0.6436,0.25709262,0.10078249,-0.082089856,0.1058945168974449,1,10.873792103917364,-84.63814317563616,2018
0.2123,0.09165,0.1201,0.1263,0.3156,0.195681,0.42837745,-0.44870326,0.3014651199876474,1,10.881517615360794,-84.64209576288629,2018
0.0468,0.0219,0.03735,0.03165,0.2143,0.6415167,0.7426306,-0.70315915,0.367283341747427,1,10.87540907142878,-84.645958518608,2018
0.37755,0.27285,0.2844,0.2983,0.3959,0.023724874,0.1405935,-0.16389832,0.1225925459805384,1,10.892926219469112,-84.65215689406843,2018
0.18465,0.08145,0.1324,0.1498,0.3112,0.2552183,0.35010844,-0.4030658,0.2519250641222864,1,10.876487049769723,-84.63796351257935,2018
0.3559,0.43755,0.4309,0.4115,0.6107,0.2636044,0.19487381,-0.17261904,0.19629483835412,1,10.8928363879407,-84.6692248844667,2018
0.2982,0.1747,0.23325,0.2611,0.4073,0.15464208,0.2187313,-0.2717196,0.1876925742988177,1,10.882775256758562,-84.65916375328456,2018
0.11075,0.06735,0.088,0.0848,0.3312,0.4988121,0.5923077,-0.5801527,0.403493459297165,1,10.868851369854708,-84.66392482429039,2018
0.1006,0.03675,0.06095,0.06505,0.2696,0.45651,0.6112356,-0.6312207,0.3676091863101025,1,10.852142705570085,-84.6894369783594,2018
0.10005,0.0261,0.0526,0.0353,0.3568,0.56200063,0.8199439,-0.7430386,0.5405783962358273,1,10.852052874041672,-84.67641140673966,2018
0.1908,0.16175,0.1631,0.14155,0.4235,0.37880516,0.49898237,-0.4439141,0.3970940266414096,1,10.85232236862691,-84.68512506499562,2018
0.1099,0.0459,0.0713,0.05295,0.3394,0.5107946,0.73008794,-0.6527879,0.4815094931531576,1,10.849447759717728,-84.68180129844437,2018
0.1419,0.04215,0.06645,0.05185,0.3676,0.4429833,0.7527715,-0.6938141,0.5151177301543681,1,10.851244390285968,-84.6812623092739,2018
0.0871,0.03175,0.04775,0.04075,0.20955,0.412776,0.67439073,-0.62883794,0.3374650020442922,1,10.846752813865368,-84.68692169556385,2018
0.0932,0.0241,0.04625,0.02585,0.3088,0.5363184,0.84551024,-0.73947334,0.5085065740772515,1,10.839296797007176,-84.67371646088729,2018
0.10385,0.03095,0.0518,0.0364,0.3311,0.5224738,0.80190474,-0.72943324,0.5095677050693429,1,10.846123993166485,-84.67362662935889,2018
0.108,0.03135,0.04495,0.03365,0.3206,0.49603358,0.81002116,-0.7540692,0.5038630420803776,1,10.832289937791044,-84.6767707328533,2018
0.075,0.0224,0.0388,0.0214,0.3063,0.606609,0.86939275,-0.77513766,0.5163102720915168,1,10.82932549735345,-84.6707520204497,2018
0.2083,0.0433,0.0686,0.05455,0.3098,0.19590814,0.70056266,-0.6374207,0.4429629199338721,1,10.83534420975705,-84.67479443922824,2018
0.18545,0.06315,0.0864,0.0858,0.3183,0.2637221,0.57535267,-0.57301706,0.3857427393573575,1,10.8372306718537,-84.65898409022773,2018
0.0786,0.0287,0.0462,0.04905,0.1823,0.39747033,0.57596713,-0.5956236,0.2732959629013552,1,10.84729180303584,-84.72249498081499,2018
0.21485,0.152,0.165,0.1594,0.369,0.2640233,0.39666918,-0.38202244,0.3057176034313242,1,10.841632416745886,-84.724022116798,2018
0.1181,0.0293,0.04325,0.0348,0.3105,0.44890338,0.79843616,-0.755477,0.4892345852726797,1,10.84217140591636,-84.7233932960991,2018
0.17105,0.0783,0.10475,0.1078,0.3023,0.277279,0.47427458,-0.48532122,0.3205691773633172,1,10.84226123744477,-84.72087801330358,2018
0.12665,0.03545,0.0604,0.0492,0.3198,0.4326352,0.73333335,-0.6822725,0.4670885987390222,1,10.83076280180804,-84.72689672570718,2018
0.0826,0.03005,0.0461,0.03015,0.2726,0.5349099,0.8008258,-0.7106997,0.4530364308890706,1,10.83031364416598,-84.72231531775816,2018
0.12665,0.04465,0.06815,0.0491,0.3799,0.49995065,0.7710956,-0.6957929,0.5341227204687228,1,10.838757807836704,-84.72231531775816,2018
0.09755,0.03215,0.04355,0.03595,0.2996,0.50874984,0.78572494,-0.74617517,0.4733109959480496,1,10.842620563558418,-84.72743571487764,2018
0.10975,0.0307,0.04955,0.03295,0.321,0.49042368,0.81381553,-0.73255974,0.5059722604055326,1,10.845225677882365,-84.72492043208211,2018
0.29205,0.23735,0.24995,0.2327,0.45,0.21285626,0.31829497,-0.28580612,0.2755981873827771,1,10.836961177268464,-84.71899155120693,2018
0.23305,0.1405,0.15635,0.16755,0.3661,0.2220646,0.37206036,-0.40147385,0.2881294639511844,1,10.836961177268464,-84.71252368116126,2018
0.0636,0.034,0.0432,0.02985,0.284,0.6340621,0.80978173,-0.73594135,0.4684217098692272,1,10.832379769319456,-84.71261351268967,2018
0.10185,0.0821,0.0832,0.0702,0.37,0.568295,0.68105406,-0.6328332,0.4783024862631605,1,10.811808349313118,-84.66823673765417,2018
0.1788,0.0552,0.0812,0.08155,0.2278,0.12051155,0.47276545,-0.47443363,0.271050833718451,1,10.80686761525046,-84.67470460769982,2018
0.2847,0.25885,0.2657,0.24175,0.4357,0.20960577,0.2862942,-0.24237238,0.2470805518971458,1,10.793752212102316,-84.67892668953519,2018
