system:index,B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,.geo
00000000000000000046_0,0.1833,0.0691,0.0943,0.0621,0.376,0.3445378,0.7165031,-0.59897935,0.5019187568380878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.74207367972694,9.18280341309078]}"
00000000000000000048_0,0.4569,0.4524,0.434,0.3938,0.568,0.10840084,0.18111876,-0.13373257,0.1787522511018327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.25645358569564,10.788631814982836]}"
0000000000000000004b_0,0.4338,0.6088,0.5868,0.5884,0.5616,0.12839061,-0.023304326,0.02194353,-0.024363614768036605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.63185039436547,9.205530789779003]}"
0000000000000000004d_0,0.402,0.4496,0.4156,0.3694,0.5116,0.11996498,0.16140752,-0.103537545,0.1544533182662921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.46206880566689,8.75448668562259]}"
0000000000000000004e_0,0.2904,0.1918,0.2156,0.174,0.4612,0.22724853,0.45214108,-0.36288416,0.3794926075827221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.35347163638053,11.031715930865577]}"
0000000000000000004f_0,0.3845,0.383,0.3662,0.3432,0.4431,0.07080717,0.12705076,-0.09502039,0.11649693730919436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.68368318625917,9.741645351341532]}"
00000000000000000051_0,0.1479,0.027,0.03965,0.0234,0.2894,0.3235765,0.85038364,-0.7590032,0.49089568487663443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.18764263493208,10.712544510417912]}"
00000000000000000052_0,0.54605,0.7592,0.723,0.6861,0.7946,0.18539514,0.073276155,-0.04717977,0.08216792265642134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.92659221336694,10.859598722428277]}"
00000000000000000053_0,0.16485,0.0143,0.0316,0.0179,0.2658,0.2344131,0.87381035,-0.7874916,0.4744800311498346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.70570105928381,10.198797999429956]}"
00000000000000000054_0,0.1206,0.00805,0.022,0.0141,0.2034,0.25555557,0.8703448,-0.8047915,0.3957491296579628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.86172470128982,8.916542762877752]}"
00000000000000000057_0,0.0745,0.0189,0.0261,0.0212,0.1103,0.19372292,0.6775665,-0.61730206,0.21163895050177256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.51282361921965,9.800305339394537]}"
00000000000000000058_0,0.6679,0.9608,0.9232,0.8904,0.8895,0.14228842,-5.056298E-4,0.018591046,-5.921118420407642E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37367458170952,8.757451126060186]}"
00000000000000000059_0,0.2048,0.0345,0.0624,0.0396,0.3142,0.21079001,0.77614474,-0.6686139,0.48243149981860484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.35436080310096,8.82482477236915]}"
0000000000000000005b_0,0.2952,0.0534,0.0785,0.10605,0.2314,-0.12115456,0.37146243,-0.49338496,0.22452086481076497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.49881904935108,10.589205821908301]}"
0000000000000000005c_0,0.1667,0.0598,0.07395,0.1008,0.1156,-0.18101314,0.06839185,-0.21973093,0.030988268975528525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.18386971073878,10.001617794565723]}"
0000000000000000005d_0,0.16505,0.02135,0.044,0.02035,0.3155,0.31307876,0.87881494,-0.7552156,0.5296703854328628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.01741188859143,9.90855233113094]}"
0000000000000000005e_0,0.1342,0.0194,0.0376,0.019,0.2674,0.33167326,0.86731845,-0.75344265,0.47380467654348474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.27692602560985,8.822219658045203]}"
0000000000000000005f_0,0.19265,0.1141,0.12695,0.09775,0.3406,0.2774496,0.5540094,-0.4569565,0.38820803967616924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.00160153959092,10.81234733848359]}"
00000000000000000061_0,0.1623,0.07845,0.10935,0.114,0.17,0.023171822,0.1971831,-0.21711114,0.10714286019748656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1915860736185,8.998469116789453]}"
00000000000000000062_0,0.01955,0.0489,0.04815,0.0255,0.0237,0.095953785,-0.036585342,0.34029225,-0.004916238540064702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.9555179655156,10.52973735009959]}"
00000000000000000063_0,0.1662,0.0201,0.045,0.023,0.3484,0.35406142,0.8761443,-0.7712252,0.5601331155157142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.34474882956087,9.13088078966867]}"
00000000000000000064_0,0.0478,0.0214,0.0246,0.0173,0.1058,0.37760416,0.7189277,-0.6226994,0.21304766957310156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.58648547251744,10.713442825702032]}"
00000000000000000067_0,0.1509,0.04405,0.0544,0.06695,0.0883,-0.26170573,0.1375201,-0.2375613,0.048874467137089296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.23713980708706,10.350792945502981]}"
00000000000000000068_0,0.1162,0.0381,0.056,0.0317,0.2322,0.33295062,0.75975746,-0.611381,0.3937033591360689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.51767452175389,10.332018156064882]}"
00000000000000000069_0,0.1542,0.0208,0.0486,0.0244,0.331,0.3643858,0.8626899,-0.743941,0.5376432092458762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.6162197084218,9.438553774479606]}"
0000000000000000006b_0,0.4163,0.5384,0.5456,0.5096,0.6568,0.22411703,0.12620027,-0.09248169,0.1325011932375195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.59978053872241,10.66457447424593]}"
0000000000000000006c_0,0.2053,0.0306,0.0541,0.0346,0.2934,0.17665929,0.78902435,-0.6886331,0.4688405647945081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.52019895311312,10.87720570199702]}"
0000000000000000006d_0,0.2105,0.0296,0.0636,0.0339,0.424,0.33648542,0.8519327,-0.73913044,0.610867517717063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.43601766242742,10.20077429305502]}"
0000000000000000006f_0,0.2759,0.0564,0.0845,0.1097,0.2345,-0.081112854,0.3625799,-0.47021943,0.22174840607485494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.44887271955403,10.196821705804894]}"
00000000000000000070_0,0.20945,0.0283,0.0527,0.0525,0.2525,0.093191884,0.6557377,-0.65465266,0.3726708079276825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.16105250252214,10.108068155733886]}"
00000000000000000071_0,0.2095,0.1242,0.1334,0.12,0.3132,0.19839296,0.44598338,-0.40259743,0.3105443647946077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.27396158517226,9.712809430721297]}"
00000000000000000073_0,0.2236,0.0576,0.0885,0.0664,0.4112,0.29552615,0.721943,-0.6457875,0.5290507256736806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.61065930222397,11.093520022413001]}"
00000000000000000075_0,0.2587,0.03665,0.0656,0.0548,0.281,0.041319206,0.6736152,-0.6214656,0.4059583478575308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.1186520211117,10.273627662597113]}"
00000000000000000077_0,0.1634,0.0234,0.0478,0.0304,0.237,0.18381621,0.77262527,-0.66432583,0.40383112172742786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.43736970963545,9.563958588142691]}"
00000000000000000078_0,0.7562,1.028,1.0096,0.9912,0.9792,0.12850063,-0.006090116,0.015285618,-0.007286248076251868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53114925101568,9.325905037851019]}"
0000000000000000007a_0,0.3397,0.2042,0.2036,0.1544,0.4948,0.18585978,0.52433765,-0.41695303,0.4443090758068303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.24315851949066,10.762939997857016]}"
0000000000000000007b_0,0.1058,0.009,0.0289,0.0137,0.3377,0.52288616,0.92202616,-0.842335,0.570824534487293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.9626999135067,9.712270441550825]}"
0000000000000000007c_0,0.24805,0.0336,0.05565,0.06205,0.2158,-0.06952679,0.5533561,-0.58997977,0.29649032971441147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.59116586055856,10.435234582210215]}"
0000000000000000007d_0,0.1864,0.1428,0.2458,0.3074,0.3002,0.23386765,-0.011849906,-0.09963367,-0.009750816415752416,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.406562069672,11.012761478370656]}"
0000000000000000007e_0,0.3181,0.40965,0.4024,0.39245,0.4837,0.2065353,0.104148835,-0.09175039,0.09946226965164451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.01615424719365,10.842530732030006]}"
00000000000000000080_0,0.18915,0.02885,0.05175,0.0431,0.2953,0.21911445,0.74527186,-0.7017721,0.45121661297461724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.19096640148332,10.629270683580032]}"
00000000000000000081_0,0.26315,0.2198,0.2359,0.20705,0.39225,0.19697893,0.3090272,-0.24890552,0.2527062761663266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.53267638699869,9.919511777597197]}"
00000000000000000082_0,0.1514,0.0217,0.0301,0.0171,0.1997,0.13756764,0.84225094,-0.73803306,0.38211495010528945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.18278715811599,9.533326036954216]}"
00000000000000000083_0,0.2196,0.0566,0.0749,0.0824,0.2774,0.11629775,0.54196775,-0.5747942,0.3401953733245693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.33236122720373,10.89975341562842]}"
00000000000000000084_0,0.2688,0.0514,0.0896,0.0756,0.3334,0.10727336,0.63031787,-0.57635933,0.42541255806903766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.61145863741596,9.146152149498702]}"
00000000000000000085_0,0.26335,0.0299,0.0664,0.0454,0.3056,0.074259564,0.74131054,-0.64301074,0.45863687992793856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.52280406743706,10.257098661369314]}"
00000000000000000086_0,0.31825,0.2831,0.28175,0.2546,0.4707,0.19323151,0.2979457,-0.25111303,0.26454747010433977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.0811024422355,10.803454017170807]}"
00000000000000000088_0,0.2416,0.0664,0.0982,0.1144,0.2608,0.038216554,0.3901919,-0.4529248,0.25091408373914537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.53115382529754,9.55928734866527]}"
00000000000000000089_0,0.207,0.278,0.228,0.1736,0.4108,0.32988024,0.40588638,-0.28616157,0.32810771483701484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.54498330639112,8.776046252441459]}"
0000000000000000008a_0,0.2677,0.0785,0.1122,0.0907,0.4296,0.2321813,0.65135497,-0.585825,0.49823581234345427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.91562819261884,9.32231177671454]}"
0000000000000000008c_0,0.1693,0.0404,0.0607,0.0456,0.2498,0.19207825,0.69126606,-0.6090177,0.38508925669597166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.31968583313395,8.791587106856728]}"
0000000000000000008d_0,0.0375,0.0105,0.019,0.0141,0.064,0.26108375,0.6389245,-0.5421687,0.12947587569420987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.79255899869446,9.427953654126997]}"
0000000000000000008e_0,0.02685,0.00735,0.01285,0.00595,0.0855,0.5220294,0.86987424,-0.73868835,0.20174994038874192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.16050436478797,8.677770560358784]}"
0000000000000000008f_0,0.4335,0.6456,0.625,0.5974,0.617,0.17467873,0.016139636,0.006441237,0.01714883419621116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.68332843442738,10.530366170798473]}"
00000000000000000090_0,0.1222,0.0219,0.0329,0.0189,0.2952,0.41447052,0.87965614,-0.79945135,0.5090897816571682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.36317344144904,10.772462139868683]}"
00000000000000000091_0,0.19225,0.03355,0.0576,0.02985,0.3901,0.33974415,0.85784024,-0.74268484,0.5873960552340504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.99585232177256,10.82016268145543]}"
00000000000000000092_0,0.2467,0.0365,0.0858,0.0523,0.442,0.28357774,0.7883876,-0.67487687,0.5879010401641445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37124913044241,10.262308890017207]}"
00000000000000000095_0,0.11395,0.0602,0.0613,0.0472,0.15885,0.16458945,0.54185873,-0.44310698,0.23719990941326535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.1179242203207,8.386896071360882]}"
00000000000000000096_0,0.1394,0.0336,0.0477,0.0221,0.3052,0.37291947,0.8649557,-0.7296685,0.5132962782303788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.5613326445621,8.54877248555922]}"
00000000000000000097_0,0.14475,0.02505,0.0434,0.02205,0.3027,0.35300034,0.8642032,-0.7492054,0.5104274159752713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.9788741629027,10.428676880636143]}"
00000000000000000098_0,0.1398,0.0425,0.0533,0.0467,0.202,0.1819778,0.6244471,-0.582452,0.3111393174567669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.36209546310809,10.805520142324282]}"
00000000000000000099_0,0.23175,0.03445,0.05945,0.03465,0.3906,0.25524223,0.837037,-0.7358071,0.5770602460873833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.99603198482939,10.785308048431594]}"
0000000000000000009a_0,0.2384,0.048,0.0821,0.0735,0.3002,0.11474191,0.60663635,-0.57049435,0.3892068032628069,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.31546832558043,9.598274231996058]}"
0000000000000000009b_0,0.27255,0.1929,0.1975,0.1794,0.3243,0.086705215,0.28767124,-0.24300496,0.21654876334909934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.28599900997946,9.017872726926434]}"
0000000000000000009c_0,0.2855,0.0746,0.1026,0.1288,0.2288,-0.11024693,0.27964205,-0.38080868,0.1749067052827292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.9807560507175,9.33749330501616]}"
0000000000000000009d_0,0.1986,0.0352,0.06435,0.04585,0.2796,0.1693852,0.71823627,-0.6258177,0.4247682979540496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.99180990299402,10.429575195920263]}"
0000000000000000009e_0,0.4067,0.2132,0.2382,0.2222,0.4551,0.05616154,0.34386533,-0.31285158,0.2967382898681749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.58334136902302,9.36049017628962]}"
000000000000000000a0_0,0.24045,0.04065,0.06915,0.0603,0.2932,0.098847546,0.6588402,-0.6183248,0.4093145693578749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.39686026460352,10.258895291937554]}"
000000000000000000a1_0,0.5568,0.702,0.6988,0.6876,0.7033,0.1162606,0.011287643,-0.0032094514,0.012454372926926895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.63966573733731,9.746496253875778]}"
000000000000000000a2_0,0.1408,0.4108,0.3936,0.3824,0.4104,0.48911467,0.035317857,-0.020895543,0.032487620210345194,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.2524020183534,9.899659009818157]}"
000000000000000000a3_0,0.2381,0.03545,0.06945,0.05665,0.28865,0.095965825,0.67187953,-0.61211956,0.41168816232894373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.07974582074561,8.95463133092442]}"
000000000000000000a4_0,0.1656,0.0288,0.0533,0.0332,0.282,0.26005363,0.7893401,-0.68207574,0.4578017743888442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.50106483756137,11.023631093308502]}"
000000000000000000a5_0,0.3517,0.2946,0.294,0.2946,0.4046,0.06994577,0.15732263,-0.15831663,0.1375917079362476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.23857711154166,10.8417222482743]}"
000000000000000000a6_0,0.1092,0.04305,0.05225,0.03105,0.3032,0.47041708,0.81421095,-0.70600647,0.4893317421376091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.00877891330018,8.276493122942593]}"
