B11,B2,B3,B4,B8,NDMI,NDVI,NDWI,SAVI,pineapple,latitude,longitude
0.1655,0.0183,0.03515,0.01755,0.3087,0.30198228,0.8924138,-0.7955504,0.5285627758499986,0,10.083274653892186,-85.72411652260826
0.15845,0.0806,0.09165,0.0699,0.3088,0.32177636,0.6308424,-0.54226494,0.4078183858298251,0,8.57176935683268,-83.09825111559849
0.3585,0.1909,0.21455,0.1959,0.4822,0.14713928,0.4222091,-0.38414064,0.3645276368541578,0,10.291773631336328,-84.84268956583018
0.16935,0.0175,0.0402,0.0269,0.252,0.19615524,0.80709934,-0.724846,0.4334959592246533,0,10.316477301649615,-85.38608048119409
0.1899,0.1518,0.1482,0.1188,0.3261,0.26395348,0.4659474,-0.37507904,0.3290824336692126,0,9.742274172040416,-83.28510069469534
0.2132,0.0258,0.0525,0.0278,0.3492,0.24182078,0.8525199,-0.7386109,0.5497149499859075,0,9.150284399805653,-83.45416363116664
0.2471,0.0585,0.0982,0.0741,0.3432,0.16279858,0.6448598,-0.5550521,0.4400414181779318,0,11.024349745535797,-85.22375490935369
0.14425,0.017,0.0395,0.02025,0.2792,0.31869167,0.86475205,-0.75211793,0.4858652665669969,0,9.796442583672823,-84.18700923995134
0.5928,0.932,0.9512,0.9608,0.9232,0.21794194,-0.019957528,0.014938111,-0.0236577060267421,0,10.770306183186797,-85.09790093804854
0.1598,0.01765,0.03395,0.0174,0.2298,0.17967148,0.8592233,-0.74255925,0.4263918634554671,0,10.052462439646888,-85.72303854426731
0.5765,0.9696,0.936,0.892,0.8592,0.19690743,-0.018730024,0.042780742,-0.0218550229820225,0,10.7943810328012,-85.27837247862814
0.1446,0.01935,0.04265,0.01975,0.3638,0.43115655,0.89701474,-0.7901341,0.584092567749789,0,8.66842808140394,-83.00841958718652
0.1369,0.02995,0.0486,0.0236,0.3302,0.41383,0.8665913,-0.7434002,0.5386507207775809,0,10.534588252633835,-84.92021417484969
0.2389,0.3846,0.3712,0.3535,0.40055,0.25279537,0.062396392,-0.038030468,0.0562776587316751,0,8.813505999789243,-83.19068775833438
0.1316,0.0169,0.0486,0.022,0.4465,0.5447154,0.9060832,-0.803676,0.6574599928440578,0,9.630254256110712,-83.50186417275339
0.20165,0.0445,0.07155,0.0548,0.32135,0.22887193,0.70862687,-0.6357852,0.4563431016695725,0,8.853660692989386,-83.10400033341685
0.1815,0.0161,0.04485,0.022,0.35625,0.32496512,0.8836748,-0.776365,0.5708795777636089,0,8.879352510115204,-82.8533703691475
0.23805,0.04555,0.07175,0.04675,0.3447,0.18301159,0.76114446,-0.65542084,0.5013461275431234,0,10.749465268595223,-85.21926333293308
0.1591,0.01975,0.0366,0.03725,0.1807,0.06356683,0.6581785,-0.6631385,0.2997075049128611,0,10.428676880636143,-85.60392193759306
0.1089,0.0231,0.03785,0.0223,0.21895,0.33567178,0.8151295,-0.7052181,0.3979426710617805,0,10.472514666501176,-85.06511243017817
0.0111,0.0409,0.0551,0.0527,0.0347,0.5152838,-0.2059497,0.22717153,-0.0459652781762226,0,8.930825975895253,-83.60777554475108
0.1568,0.0214,0.0393,0.023,0.3134,0.33304977,0.863258,-0.7771477,0.5208034436113165,0,10.854747819894031,-85.61937296047992
0.29985,0.28965,0.28965,0.2774,0.36315,0.09547514,0.13386935,-0.11259192,0.112774557703142,0,8.812877179090359,-83.0165044247436
0.1629,0.0228,0.041,0.0251,0.3292,0.33793944,0.8583122,-0.7784981,0.5339459196689964,0,10.774079107380098,-85.45668806252587
0.3086,0.3588,0.3466,0.3266,0.4548,0.19151166,0.16406453,-0.13501374,0.150070264778076,0,10.41151905870946,-83.58873126072774
0.7316,1.1144,1.0656,1.0168,1.036,0.17221092,0.009353062,0.014084518,0.0112817104384569,0,9.332103413311444,-83.5238728972143
0.2453,0.0793,0.1102,0.1382,0.2642,0.037095204,0.3131213,-0.41132477,0.2094414922931653,0,9.527127661493791,-84.34259744716084
0.2789,0.04035,0.0669,0.07355,0.2533,-0.04810219,0.5499465,-0.58213615,0.3260869706256009,0,10.264644509755918,-85.11074684661145
0.5895,0.7624,0.7272,0.7012,0.7168,0.09745079,0.011001387,0.0072022146,0.0122001821080404,0,9.348003593840359,-83.49189287309966
0.1385,0.0144,0.0343,0.0196,0.3111,0.3838968,0.8814636,-0.8013897,0.5263633146401374,0,9.6917888530729,-84.0041122481046
0.17455,0.0191,0.0395,0.0221,0.2957,0.25762895,0.8609188,-0.76431984,0.5018342066412619,0,10.405680009362683,-85.78592061415567
0.615,0.5692,0.5944,0.586,0.6652,0.03921261,0.06329921,-0.056208327,0.0678391692980535,0,9.245415988393908,-83.32552488248072
0.1017,0.03785,0.05015,0.0377,0.20705,0.34121457,0.69193053,-0.6100311,0.3410876036969386,0,9.876392643959461,-83.36514058651039
0.2519,0.0282,0.0549,0.0383,0.4428,0.27479488,0.8407815,-0.77938515,0.618438474018095,0,9.222329285592037,-83.67613733787258
0.15865,0.02485,0.04285,0.031,0.1892,0.087825224,0.7184378,-0.63068306,0.3294918074519409,0,10.309021284791422,-85.0292696503418
0.1833,0.0691,0.0943,0.0621,0.376,0.3445378,0.7165031,-0.59897935,0.5019187568380878,0,9.18280341309078,-83.74207367972694
0.4569,0.4524,0.434,0.3938,0.568,0.10840084,0.18111876,-0.13373257,0.1787522511018327,0,10.788631814982836,-85.25645358569564
0.4338,0.6088,0.5868,0.5884,0.5616,0.12839061,-0.023304326,0.02194353,-0.0243636147680366,0,9.205530789779003,-83.63185039436547
0.402,0.4496,0.4156,0.3694,0.5116,0.11996498,0.16140752,-0.103537545,0.1544533182662921,0,8.75448668562259,-83.46206880566689
0.2904,0.1918,0.2156,0.174,0.4612,0.22724853,0.45214108,-0.36288416,0.3794926075827221,0,11.031715930865577,-85.35347163638053
0.3845,0.383,0.3662,0.3432,0.4431,0.07080717,0.12705076,-0.09502039,0.1164969373091943,0,9.741645351341532,-83.68368318625917
0.1479,0.027,0.03965,0.0234,0.2894,0.3235765,0.85038364,-0.7590032,0.4908956848766344,0,10.712544510417912,-85.18764263493208
0.54605,0.7592,0.723,0.6861,0.7946,0.18539514,0.073276155,-0.04717977,0.0821679226564213,0,10.859598722428277,-84.92659221336694
0.16485,0.0143,0.0316,0.0179,0.2658,0.2344131,0.87381035,-0.7874916,0.4744800311498346,0,10.198797999429956,-85.70570105928381
0.1206,0.00805,0.022,0.0141,0.2034,0.25555557,0.8703448,-0.8047915,0.3957491296579628,0,8.916542762877752,-82.86172470128982
0.0745,0.0189,0.0261,0.0212,0.1103,0.19372292,0.6775665,-0.61730206,0.2116389505017725,0,9.800305339394537,-83.51282361921965
0.6679,0.9608,0.9232,0.8904,0.8895,0.14228842,-0.0005056298,0.018591046,-0.0005921118420407642,0,8.757451126060186,-83.37367458170952
0.2048,0.0345,0.0624,0.0396,0.3142,0.21079001,0.77614474,-0.6686139,0.4824314998186048,0,8.82482477236915,-83.35436080310096
0.2952,0.0534,0.0785,0.10605,0.2314,-0.12115456,0.37146243,-0.49338496,0.2245208648107649,0,10.589205821908301,-85.49881904935108
0.1667,0.0598,0.07395,0.1008,0.1156,-0.18101314,0.06839185,-0.21973093,0.0309882689755285,0,10.001617794565723,-85.18386971073878
0.16505,0.02135,0.044,0.02035,0.3155,0.31307876,0.87881494,-0.7552156,0.5296703854328628,0,9.90855233113094,-85.01741188859143
0.1342,0.0194,0.0376,0.019,0.2674,0.33167326,0.86731845,-0.75344265,0.4738046765434847,0,8.822219658045203,-83.27692602560985
0.19265,0.1141,0.12695,0.09775,0.3406,0.2774496,0.5540094,-0.4569565,0.3882080396761692,0,10.81234733848359,-85.00160153959092
0.1623,0.07845,0.10935,0.114,0.17,0.023171822,0.1971831,-0.21711114,0.1071428601974865,0,8.998469116789453,-83.1915860736185
0.01955,0.0489,0.04815,0.0255,0.0237,0.095953785,-0.036585342,0.34029225,-0.0049162385400647,0,10.52973735009959,-84.9555179655156
0.1662,0.0201,0.045,0.023,0.3484,0.35406142,0.8761443,-0.7712252,0.5601331155157142,0,9.13088078966867,-83.34474882956087
0.0478,0.0214,0.0246,0.0173,0.1058,0.37760416,0.7189277,-0.6226994,0.2130476695731015,0,10.713442825702032,-83.58648547251744
0.1509,0.04405,0.0544,0.06695,0.0883,-0.26170573,0.1375201,-0.2375613,0.0488744671370892,0,10.350792945502981,-85.23713980708706
0.1162,0.0381,0.056,0.0317,0.2322,0.33295062,0.75975746,-0.611381,0.3937033591360689,0,10.332018156064882,-83.51767452175389
0.1542,0.0208,0.0486,0.0244,0.331,0.3643858,0.8626899,-0.743941,0.5376432092458762,0,9.438553774479606,-83.6162197084218
0.4163,0.5384,0.5456,0.5096,0.6568,0.22411703,0.12620027,-0.09248169,0.1325011932375195,0,10.66457447424593,-83.59978053872241
0.2053,0.0306,0.0541,0.0346,0.2934,0.17665929,0.78902435,-0.6886331,0.4688405647945081,0,10.87720570199702,-85.52019895311312
0.2105,0.0296,0.0636,0.0339,0.424,0.33648542,0.8519327,-0.73913044,0.610867517717063,0,10.20077429305502,-83.43601766242742
0.2759,0.0564,0.0845,0.1097,0.2345,-0.081112854,0.3625799,-0.47021943,0.2217484060748549,0,10.196821705804894,-85.44887271955403
0.20945,0.0283,0.0527,0.0525,0.2525,0.093191884,0.6557377,-0.65465266,0.3726708079276825,0,10.108068155733886,-85.16105250252214
0.2095,0.1242,0.1334,0.12,0.3132,0.19839296,0.44598338,-0.40259743,0.3105443647946077,0,9.712809430721297,-83.27396158517226
0.2236,0.0576,0.0885,0.0664,0.4112,0.29552615,0.721943,-0.6457875,0.5290507256736806,0,11.093520022413001,-85.61065930222397
0.2587,0.03665,0.0656,0.0548,0.281,0.041319206,0.6736152,-0.6214656,0.4059583478575308,0,10.273627662597113,-85.1186520211117
0.1634,0.0234,0.0478,0.0304,0.237,0.18381621,0.77262527,-0.66432583,0.4038311217274278,0,9.563958588142691,-84.43736970963545
0.7562,1.028,1.0096,0.9912,0.9792,0.12850063,-0.006090116,0.015285618,-0.0072862480762518,0,9.325905037851019,-83.53114925101568
0.3397,0.2042,0.2036,0.1544,0.4948,0.18585978,0.52433765,-0.41695303,0.4443090758068303,0,10.762939997857016,-85.24315851949066
0.1058,0.009,0.0289,0.0137,0.3377,0.52288616,0.92202616,-0.842335,0.570824534487293,0,9.712270441550825,-83.9626999135067
0.24805,0.0336,0.05565,0.06205,0.2158,-0.06952679,0.5533561,-0.58997977,0.2964903297144114,0,10.435234582210215,-85.59116586055856
0.1864,0.1428,0.2458,0.3074,0.3002,0.23386765,-0.011849906,-0.09963367,-0.0097508164157524,0,11.012761478370656,-85.406562069672
0.3181,0.40965,0.4024,0.39245,0.4837,0.2065353,0.104148835,-0.09175039,0.0994622696516445,0,10.842530732030006,-85.01615424719365
0.18915,0.02885,0.05175,0.0431,0.2953,0.21911445,0.74527186,-0.7017721,0.4512166129746172,0,10.629270683580032,-85.19096640148332
0.26315,0.2198,0.2359,0.20705,0.39225,0.19697893,0.3090272,-0.24890552,0.2527062761663266,0,9.919511777597197,-83.53267638699869
0.1514,0.0217,0.0301,0.0171,0.1997,0.13756764,0.84225094,-0.73803306,0.3821149501052894,0,9.533326036954216,-84.18278715811599
0.2196,0.0566,0.0749,0.0824,0.2774,0.11629775,0.54196775,-0.5747942,0.3401953733245693,0,10.89975341562842,-85.33236122720373
0.2688,0.0514,0.0896,0.0756,0.3334,0.10727336,0.63031787,-0.57635933,0.4254125580690376,0,9.146152149498702,-83.61145863741596
0.26335,0.0299,0.0664,0.0454,0.3056,0.074259564,0.74131054,-0.64301074,0.4586368799279385,0,10.257098661369314,-85.52280406743706
0.31825,0.2831,0.28175,0.2546,0.4707,0.19323151,0.2979457,-0.25111303,0.2645474701043397,0,10.803454017170807,-85.0811024422355
0.2416,0.0664,0.0982,0.1144,0.2608,0.038216554,0.3901919,-0.4529248,0.2509140837391453,0,9.55928734866527,-84.53115382529754
0.207,0.278,0.228,0.1736,0.4108,0.32988024,0.40588638,-0.28616157,0.3281077148370148,0,8.776046252441459,-83.54498330639112
0.2677,0.0785,0.1122,0.0907,0.4296,0.2321813,0.65135497,-0.585825,0.4982358123434542,0,9.32231177671454,-83.91562819261884
0.1693,0.0404,0.0607,0.0456,0.2498,0.19207825,0.69126606,-0.6090177,0.3850892566959716,0,8.791587106856728,-83.31968583313395
0.0375,0.0105,0.019,0.0141,0.064,0.26108375,0.6389245,-0.5421687,0.1294758756942098,0,9.427953654126997,-83.79255899869446
0.02685,0.00735,0.01285,0.00595,0.0855,0.5220294,0.86987424,-0.73868835,0.2017499403887419,0,8.677770560358784,-83.16050436478797
0.4335,0.6456,0.625,0.5974,0.617,0.17467873,0.016139636,0.006441237,0.0171488341962111,0,10.530366170798473,-84.68332843442738
0.1222,0.0219,0.0329,0.0189,0.2952,0.41447052,0.87965614,-0.79945135,0.5090897816571682,0,10.772462139868683,-85.36317344144904
0.19225,0.03355,0.0576,0.02985,0.3901,0.33974415,0.85784024,-0.74268484,0.5873960552340504,0,10.82016268145543,-84.99585232177256
0.2467,0.0365,0.0858,0.0523,0.442,0.28357774,0.7883876,-0.67487687,0.5879010401641445,0,10.262308890017207,-83.37124913044241
0.11395,0.0602,0.0613,0.0472,0.15885,0.16458945,0.54185873,-0.44310698,0.2371999094132653,0,8.386896071360882,-83.1179242203207
0.1394,0.0336,0.0477,0.0221,0.3052,0.37291947,0.8649557,-0.7296685,0.5132962782303788,0,8.54877248555922,-83.5613326445621
0.14475,0.02505,0.0434,0.02205,0.3027,0.35300034,0.8642032,-0.7492054,0.5104274159752713,0,10.428676880636143,-84.9788741629027
0.1398,0.0425,0.0533,0.0467,0.202,0.1819778,0.6244471,-0.582452,0.3111393174567669,0,10.805520142324282,-85.36209546310809
0.23175,0.03445,0.05945,0.03465,0.3906,0.25524223,0.837037,-0.7358071,0.5770602460873833,0,10.785308048431594,-84.99603198482939
0.2384,0.048,0.0821,0.0735,0.3002,0.11474191,0.60663635,-0.57049435,0.3892068032628069,0,9.598274231996058,-84.31546832558043
0.27255,0.1929,0.1975,0.1794,0.3243,0.086705215,0.28767124,-0.24300496,0.2165487633490993,0,9.017872726926434,-83.28599900997946
0.2855,0.0746,0.1026,0.1288,0.2288,-0.11024693,0.27964205,-0.38080868,0.1749067052827292,0,9.33749330501616,-83.9807560507175
0.1986,0.0352,0.06435,0.04585,0.2796,0.1693852,0.71823627,-0.6258177,0.4247682979540496,0,10.429575195920263,-84.99180990299402
0.4067,0.2132,0.2382,0.2222,0.4551,0.05616154,0.34386533,-0.31285158,0.2967382898681749,0,9.36049017628962,-83.58334136902302
0.24045,0.04065,0.06915,0.0603,0.2932,0.098847546,0.6588402,-0.6183248,0.4093145693578749,0,10.258895291937554,-85.39686026460352
0.5568,0.702,0.6988,0.6876,0.7033,0.1162606,0.011287643,-0.0032094514,0.0124543729269268,0,9.746496253875778,-83.63966573733731
0.1408,0.4108,0.3936,0.3824,0.4104,0.48911467,0.035317857,-0.020895543,0.0324876202103451,0,9.899659009818157,-83.2524020183534
0.2381,0.03545,0.06945,0.05665,0.28865,0.095965825,0.67187953,-0.61211956,0.4116881623289437,0,8.95463133092442,-83.07974582074561
0.1656,0.0288,0.0533,0.0332,0.282,0.26005363,0.7893401,-0.68207574,0.4578017743888442,0,11.023631093308502,-85.50106483756137
0.3517,0.2946,0.294,0.2946,0.4046,0.06994577,0.15732263,-0.15831663,0.1375917079362476,0,10.8417222482743,-85.23857711154166
0.1092,0.04305,0.05225,0.03105,0.3032,0.47041708,0.81421095,-0.70600647,0.4893317421376091,0,8.276493122942593,-83.00877891330018
0.2378,0.0802,0.1076,0.105,0.269,0.06156273,0.43850267,-0.4285714,0.2814645289319644,0,9.108063581452035,-83.42703450958622
0.18425,0.0268,0.05055,0.03255,0.3183,0.26673964,0.8144506,-0.7259048,0.503760956024587,0,10.937841983675087,-84.60822927667499
0.1572,0.0819,0.093,0.0846,0.2272,0.182102,0.45734444,-0.41911304,0.2634885428096152,0,10.298421164438812,-83.69527145342431
0.16945,0.0199,0.03955,0.0223,0.3275,0.31804,0.8724986,-0.78449804,0.538714977089563,0,9.874326518805987,-85.41446724417226
0.13595,0.0188,0.03285,0.0175,0.2386,0.27406222,0.86333466,-0.75796646,0.4386324568708039,0,10.636726700438224,-85.30622025243585
0.0647,0.0071,0.0159,0.0066,0.122,0.30690947,0.89735615,-0.7693981,0.275373849415114,0,9.67894294450999,-83.5215372774756
0.2766,0.1013,0.1422,0.156,0.3012,0.042575285,0.3175853,-0.35859272,0.2275386518325494,0,11.120559312464998,-85.63814774991802
0.0676,0.0104,0.0262,0.0172,0.1851,0.46497825,0.8299555,-0.75201136,0.3586074378011522,0,9.388068455512089,-83.31330779461669
0.2182,0.038,0.07655,0.04855,0.3482,0.22951977,0.7552615,-0.63955265,0.5012266476483481,0,10.858251249502098,-84.58990364487894
0.2273,0.031,0.06495,0.03595,0.3882,0.26141348,0.8304845,-0.71334,0.5717416123053711,0,9.62459486982076,-84.2108145949805
0.28965,0.04625,0.0709,0.0798,0.23,-0.11478878,0.48482892,-0.5287471,0.2782168449603102,0,10.27892772277342,-85.44644726828692
0.2322,0.1452,0.1676,0.1552,0.3344,0.18037416,0.36601305,-0.3322709,0.2716248885048022,0,10.53898999752602,-83.6312215736666
0.1406,0.0393,0.0492,0.0328,0.2631,0.30344316,0.7783035,-0.68491834,0.434036936559963,0,9.789076398343044,-83.35157602572019
0.2623,0.1198,0.1369,0.1214,0.3891,0.19465761,0.52438784,-0.4794677,0.3973775224068196,0,10.800130250619565,-85.0570275926211
0.3538,0.3104,0.3122,0.285,0.5147,0.18526195,0.28723273,-0.24489054,0.2650996389761731,0,9.81611568839504,-83.32750117610578
0.2238,0.0183,0.0436,0.032,0.407,0.29042485,0.85421413,-0.8064802,0.5990415351814092,0,9.71155178932353,-84.0634908883849
0.1492,0.0216,0.0414,0.0193,0.3604,0.41444266,0.89834076,-0.7939273,0.5816187227934201,0,10.435504076795452,-83.52800514752126
0.14955,0.02115,0.03505,0.01955,0.2682,0.28402156,0.86411816,-0.7688376,0.4734687547315384,0,10.887356664707571,-84.59834780854968
0.06685,0.03165,0.04075,0.0396,0.04985,-0.14567268,0.11458914,-0.10044148,0.0260836333584001,0,10.130795532422109,-84.87224413867771
0.1582,0.0673,0.0737,0.0495,0.299,0.30796152,0.7159254,-0.6045076,0.441072475213681,0,10.987878145000545,-85.48202055353805
0.31655,0.0615,0.0902,0.1134,0.2642,-0.090142034,0.3993644,-0.49097067,0.2577484128081457,0,10.295636387058043,-85.34107488545969
0.1147,0.0101,0.0313,0.0132,0.3171,0.46873552,0.9200727,-0.82032144,0.5490184140343779,0,9.600609851734768,-83.52791531599284
0.2285,0.0313,0.0601,0.0505,0.3021,0.13871092,0.7135564,-0.66813916,0.442646023350282,0,9.861211115657841,-83.95335743455185
0.2892,0.4502,0.4307,0.3857,0.51155,0.27767718,0.14026193,-0.08580526,0.1351046936551607,0,9.908282836545704,-83.30252801120726
0.1817,0.029,0.0548,0.0329,0.3278,0.28675172,0.81757694,-0.71353894,0.5139421422818589,0,9.55192116333549,-84.48929233305756
0.20545,0.02025,0.03955,0.0304,0.2075,0.0049642753,0.7444304,-0.6798219,0.3600081234451053,0,10.086328925858194,-85.4426743440936
0.1786,0.0286,0.0605,0.0397,0.3644,0.34217313,0.803514,-0.7152271,0.5387125278072051,0,9.802820622190072,-83.79381664009223
0.1769,0.0368,0.0631,0.0375,0.383,0.36810142,0.8216409,-0.7171038,0.5630092169389507,0,10.153073751468273,-83.52890346280537
0.1716,0.0243,0.0462,0.02345,0.3627,0.35766423,0.8785446,-0.7740279,0.5742537788654485,0,10.366154136861423,-84.96629774892503
0.35585,0.0673,0.09995,0.1387,0.2558,-0.16357394,0.29683146,-0.43808857,0.1963667104294917,0,10.49578103235987,-85.28591832701476
0.2622,0.0526,0.0677,0.0858,0.1792,-0.18803808,0.3524528,-0.45159984,0.1831372449258405,0,10.815221947392773,-85.70102981980638
0.19045,0.17825,0.16955,0.14405,0.3178,0.25056565,0.37620437,-0.30419615,0.2709621857370857,0,10.774258770436923,-84.96548926516932
0.1449,0.0846,0.1036,0.1238,0.1416,-0.011518312,0.06706856,-0.1549755,0.0348837127806436,0,9.925260995415563,-84.08127753101047
0.28565,0.0482,0.08265,0.07955,0.3308,0.07324192,0.6122822,-0.6001935,0.4139891254178046,0,10.224130490442128,-85.54849588456288
0.3028,0.075,0.1026,0.0831,0.4084,0.14848144,0.66185147,-0.59843445,0.4921331336923393,0,10.877295533525432,-85.36011916948303
0.2133,0.0302,0.0576,0.03,0.4112,0.3168935,0.86400723,-0.7542662,0.6075223010546971,0,10.961737170232666,-85.66177344189036
0.1324,0.0212,0.0333,0.02035,0.2064,0.21841794,0.82050717,-0.7221527,0.384004139016617,0,10.190802993401293,-84.86496778487634
0.15115,0.0134,0.03225,0.0161,0.2709,0.28373417,0.88780487,-0.78723407,0.4856416900251121,0,10.156756844133163,-85.25834004779229
0.18185,0.03135,0.05865,0.0386,0.24885,0.15556072,0.73143154,-0.6185366,0.4005016195965,0,8.927322546287186,-83.20622861274964
0.206,0.0453,0.0755,0.0516,0.289,0.16767678,0.6970053,-0.5857339,0.4236259832322229,0,11.030278626410986,-85.15350665413554
0.1949,0.0242,0.0596,0.03,0.3818,0.3240853,0.85429823,-0.72995013,0.5787453362755283,0,9.968559792110124,-83.61568071925133
0.21555,0.0264,0.05975,0.0337,0.42335,0.3252465,0.85253257,-0.75263923,0.6107047746676213,0,8.831202810886397,-83.01982819129485
0.322,0.23125,0.24345,0.22825,0.4277,0.14098975,0.30406284,-0.2745288,0.258813116043351,0,8.88474240181992,-83.06402530327352
0.12415,0.0439,0.0563,0.04095,0.2075,0.25131914,0.6703562,-0.5731615,0.3337898251179644,0,10.938201309788736,-84.72312380151386
0.1726,0.0302,0.0514,0.024,0.3394,0.32578123,0.86791414,-0.73694986,0.547949957502825,0,10.950328566124348,-85.20237500559163
0.1907,0.0334,0.0601,0.0389,0.2255,0.083613664,0.70574886,-0.57913166,0.3661695506224331,0,9.4783491415661,-83.9521896246825
0.2458,0.12065,0.1385,0.12215,0.30805,0.112395056,0.4321246,-0.3796887,0.2997742575008271,0,9.035928864137237,-83.26947000875167
0.2502,0.04485,0.0727,0.07105,0.2922,0.07743362,0.60880935,-0.60153466,0.3842745357824392,0,10.173465508417786,-84.8871561723941
0.1736,0.0493,0.0729,0.0426,0.3962,0.3906634,0.8058341,-0.68919206,0.5649765705509231,0,8.5929695975379,-83.51201513546393
0.15175,0.01985,0.04485,0.0191,0.3256,0.36419818,0.889179,-0.7578621,0.5442760742394128,0,8.671302690313123,-83.11990051394577
0.48185,0.4612,0.4748,0.4588,0.5622,0.07695992,0.10127328,-0.0842816,0.1019724082222197,0,8.992989393556323,-83.38131026162455
0.1792,0.0252,0.0493,0.0293,0.3956,0.3764788,0.86208516,-0.7783772,0.5940642132511659,0,9.982214184428742,-83.64155219943397
0.1961,0.0472,0.09035,0.0742,0.2872,0.18849577,0.58937466,-0.5213879,0.3709078362921482,0,10.39912230778861,-85.52415154036325
0.2043,0.0587,0.0908,0.0645,0.3992,0.32294944,0.7218029,-0.62938774,0.520960879364275,0,10.343157265587964,-83.66832199490072
0.19215,0.0213,0.03965,0.0286,0.2691,0.16682929,0.80786026,-0.7431579,0.4522376973725509,0,10.648764125245426,-85.63383583655424
0.0237,0.0116,0.0138,0.0076,0.0594,0.42960286,0.77313435,-0.6229508,0.1370370358933396,0,9.917445652443723,-83.19868276436304
0.1672,0.0421,0.0812,0.0422,0.4104,0.42105263,0.81352186,-0.66965014,0.5797816552846782,0,10.842530732030006,-83.64280984083173
0.4701,0.4628,0.484,0.5092,0.5372,0.06661371,0.026758408,-0.05209555,0.0271598532331936,0,9.244427841581377,-83.74162452208488
0.133,0.0216,0.0402,0.0249,0.2994,0.38482887,0.84643847,-0.7632509,0.4995147406048918,0,10.156217854962692,-83.25653426866035
0.1563,0.037,0.0559,0.0361,0.3015,0.31716907,0.78613746,-0.6871852,0.4752865235718724,0,9.849892343077935,-83.53321537616915
0.1769,0.0154,0.0357,0.0135,0.2764,0.21950144,0.9068644,-0.7712272,0.4992404091109654,0,9.154057323998954,-83.41832085133026
0.2725,0.0454,0.0798,0.07915,0.2609,-0.021747315,0.5344802,-0.5315527,0.3245342438063262,0,10.983386568579947,-84.68764034779115
0.2482,0.04285,0.068,0.06475,0.25895,0.021196876,0.5999382,-0.5840342,0.3536481640989616,0,8.885910211689277,-83.19014876916391
0.3196,0.1058,0.146,0.1246,0.4624,0.18260871,0.5754685,-0.5200526,0.4661453428431987,0,11.075194390616963,-85.30981351357234
0.0955,0.0141,0.0298,0.0157,0.1991,0.3516633,0.8538175,-0.7396243,0.3848629044054265,0,9.749640357370197,-83.79031321048416
0.2129,0.02885,0.0565,0.0403,0.2826,0.14066598,0.75038713,-0.666765,0.4416696850995172,0,10.1795740523498,-84.94976874769722
0.2298,0.0331,0.0664,0.0406,0.3858,0.25341132,0.80956846,-0.70632464,0.558937823875868,0,9.121448479185416,-83.42856164556923
0.0818,0.0138,0.0242,0.0151,0.1878,0.3931751,0.8511582,-0.7716981,0.3685446079806004,0,9.816924172150749,-84.15907163461523
0.1617,0.0327,0.0582,0.0372,0.3487,0.36637932,0.80720395,-0.7139346,0.5274297178181495,0,9.823661536781644,-83.66922031018485
